Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
3 SERIES,2016,Europe,White,Electric,Automatic,4.7,149253,71328,3222,Low
5 SERIES,2020,South America,Blue,Electric,Manual,1.8,18642,53862,6897,Low
3 SERIES,2016,Africa,Black,Petrol,Automatic,2.3,189931,71591,6640,Low
3 SERIES,2015,Europe,Red,Hybrid,Manual,2.4,191042,89156,7342,High
3 SERIES,2021,Asia,White,Hybrid,Manual,3.8,157700,87186,5065,Low
5 SERIES,2021,Asia,Black,Diesel,Automatic,3.5,133836,38861,9087,High
3 SERIES,2013,Asia,Silver,Hybrid,Automatic,4.2,10678,33086,5817,Low
7 SERIES,2018,Asia,Red,Hybrid,Manual,2.5,31798,58752,3606,Low
7 SERIES,2010,Asia,White,Petrol,Automatic,2.8,28668,65268,2069,Low
7 SERIES,2018,Africa,Silver,Electric,Manual,4.5,198286,96859,8022,High
3 SERIES,2017,North America,Blue,Petrol,Manual,4.3,86002,100678,2815,Low
5 SERIES,2020,Europe,Blue,Diesel,Manual,3.2,165669,38170,9239,High
3 SERIES,2023,South America,White,Petrol,Automatic,2.1,190846,56836,5315,Low
3 SERIES,2021,South America,Black,Electric,Automatic,2.0,162323,72641,4298,Low
5 SERIES,2017,Europe,Silver,Electric,Manual,3.7,69712,82957,8127,High
7 SERIES,2017,North America,White,Hybrid,Manual,1.5,7334,77120,6825,Low
7 SERIES,2010,South America,Black,Petrol,Manual,4.3,52940,51743,4350,Low
7 SERIES,2023,Asia,Blue,Diesel,Automatic,2.3,52061,96938,1714,Low
3 SERIES,2011,Asia,Blue,Diesel,Automatic,3.5,196822,74108,4182,Low
7 SERIES,2010,South America,Silver,Hybrid,Manual,2.7,147526,35576,1916,Low
5 SERIES,2016,Middle East,Silver,Petrol,Manual,3.8,135036,38344,8273,High
3 SERIES,2023,Africa,Black,Petrol,Manual,4.6,95366,101460,3182,Low
5 SERIES,2013,Asia,Blue,Hybrid,Automatic,3.8,45722,74501,6935,Low
3 SERIES,2020,South America,Grey,Diesel,Manual,4.0,175591,64007,7793,High
3 SERIES,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453,7286,High
3 SERIES,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284,3730,Low
7 SERIES,2013,Africa,Red,Diesel,Manual,3.9,143864,74401,9067,High
3 SERIES,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265,5726,Low
7 SERIES,2020,Asia,White,Petrol,Automatic,2.6,188234,71570,3284,Low
3 SERIES,2012,South America,Silver,Petrol,Manual,2.8,137794,99478,520,Low
3 SERIES,2017,Africa,Silver,Diesel,Manual,2.7,124960,115369,5481,Low
5 SERIES,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030,1849,Low
3 SERIES,2012,Africa,Red,Electric,Automatic,2.3,190156,116827,9454,High
5 SERIES,2021,North America,White,Petrol,Manual,4.9,128242,51552,4585,Low
7 SERIES,2019,North America,Silver,Hybrid,Automatic,2.5,40052,32230,4515,Low
5 SERIES,2010,South America,Red,Electric,Automatic,4.0,9951,39129,8440,High
3 SERIES,2011,North America,Grey,Hybrid,Automatic,4.1,146359,105042,2463,Low
7 SERIES,2014,North America,Silver,Electric,Automatic,3.6,182618,116107,7608,High
7 SERIES,2018,North America,White,Diesel,Manual,4.1,30215,40062,305,Low
3 SERIES,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565,3990,Low
5 SERIES,2012,Middle East,Blue,Electric,Automatic,3.0,121611,76420,6844,Low
3 SERIES,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905,7571,High
3 SERIES,2017,South America,Silver,Electric,Manual,3.4,144332,102814,5037,Low
5 SERIES,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488,8943,High
3 SERIES,2012,North America,White,Hybrid,Manual,3.8,110051,82258,9890,High
7 SERIES,2023,South America,Black,Electric,Manual,2.3,179767,47128,7301,High
7 SERIES,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,7111,High
3 SERIES,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,3816,Low
5 SERIES,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,2849,Low
5 SERIES,2021,Asia,White,Electric,Manual,1.7,21122,112462,5903,Low
7 SERIES,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,3220,Low
7 SERIES,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,1909,Low
3 SERIES,2015,Africa,Red,Electric,Automatic,5.0,69854,58429,8981,High
3 SERIES,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,5760,Low
5 SERIES,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,9841,High
7 SERIES,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,7521,High
5 SERIES,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,4611,Low
5 SERIES,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,6866,Low
3 SERIES,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,8095,High
3 SERIES,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,3307,Low
5 SERIES,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,2018,Low
5 SERIES,2023,South America,Red,Petrol,Manual,2.4,181200,46751,5122,Low
5 SERIES,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,398,Low
7 SERIES,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,5453,Low
3 SERIES,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,867,Low
5 SERIES,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,1560,Low
3 SERIES,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,9417,High
7 SERIES,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,3588,Low
5 SERIES,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,7231,High
7 SERIES,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,8514,High
3 SERIES,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,2165,Low
3 SERIES,2017,North America,Red,Electric,Automatic,4.4,3879,49819,9025,High
3 SERIES,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,6688,Low
3 SERIES,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,9390,High
5 SERIES,2016,North America,White,Electric,Manual,1.8,28199,54748,3539,Low
7 SERIES,2022,Asia,Black,Electric,Manual,3.4,157901,51785,7315,High
7 SERIES,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,8340,High
7 SERIES,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,7795,High
7 SERIES,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,9362,High
7 SERIES,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,1274,Low
7 SERIES,2018,Africa,Red,Electric,Automatic,2.0,176437,77426,2167,Low
7 SERIES,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,7762,High
7 SERIES,2010,North America,White,Petrol,Manual,1.7,56052,99698,992,Low
3 SERIES,2021,South America,Silver,Electric,Manual,3.6,99440,51226,2119,Low
3 SERIES,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,6372,Low
3 SERIES,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,5377,Low
5 SERIES,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,1268,Low
5 SERIES,2024,Europe,Red,Electric,Automatic,5.0,40963,46019,8074,High
3 SERIES,2015,Europe,Silver,Electric,Automatic,1.7,110901,83776,3673,Low
5 SERIES,2014,Africa,White,Electric,Automatic,4.8,58754,110517,3292,Low
3 SERIES,2022,Africa,White,Electric,Manual,2.0,28730,101189,8196,High
3 SERIES,2012,South America,Red,Hybrid,Automatic,3.0,122231,92873,5227,Low
7 SERIES,2013,Middle East,Red,Petrol,Manual,3.9,119461,109866,9809,High
7 SERIES,2022,Africa,Black,Electric,Manual,1.8,106864,37051,8999,High
7 SERIES,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,2659,Low
3 SERIES,2019,South America,Red,Diesel,Manual,4.7,188658,103473,5921,Low
7 SERIES,2023,Africa,Red,Diesel,Automatic,2.1,117012,60516,4821,Low
5 SERIES,2012,Africa,Blue,Electric,Automatic,1.9,117047,35004,2434,Low
5 SERIES,2019,Middle East,Blue,Hybrid,Automatic,4.2,98318,108742,9219,High
3 SERIES,2024,Africa,Red,Diesel,Automatic,3.9,29725,119038,7491,High
3 SERIES,2014,Africa,Blue,Electric,Automatic,2.6,197439,60352,3348,Low
5 SERIES,2010,Africa,Grey,Diesel,Manual,1.7,195818,96809,184,Low
7 SERIES,2023,North America,Black,Electric,Automatic,2.9,183830,97853,4886,Low
7 SERIES,2015,Africa,White,Electric,Manual,4.3,122871,42186,1241,Low
3 SERIES,2017,Europe,Black,Diesel,Automatic,1.6,153861,79362,9762,High
7 SERIES,2024,Asia,Red,Hybrid,Automatic,3.4,83608,113671,5644,Low
7 SERIES,2014,South America,Red,Hybrid,Automatic,4.4,69018,75481,4908,Low
5 SERIES,2012,Europe,Black,Electric,Manual,4.5,36826,106372,3803,Low
3 SERIES,2018,Africa,Red,Electric,Manual,3.7,27967,95875,6984,Low
3 SERIES,2023,Asia,Red,Diesel,Manual,3.1,39466,101930,4570,Low
5 SERIES,2014,North America,Grey,Hybrid,Automatic,2.0,102714,32116,1782,Low
5 SERIES,2019,Africa,White,Electric,Automatic,1.9,142024,30432,2607,Low
3 SERIES,2019,Middle East,Silver,Electric,Manual,2.5,161578,54124,7781,High
5 SERIES,2024,Europe,Grey,Hybrid,Automatic,3.4,81770,62997,2680,Low
5 SERIES,2019,Asia,Red,Hybrid,Manual,4.8,2622,113545,2723,Low
7 SERIES,2017,North America,Red,Electric,Automatic,2.2,154172,95673,9015,High
5 SERIES,2021,Middle East,Red,Diesel,Automatic,4.0,106679,97853,1474,Low
3 SERIES,2010,Africa,Red,Diesel,Automatic,4.1,123015,105114,8248,High
7 SERIES,2022,Africa,Black,Diesel,Automatic,4.1,56534,95164,9770,High
3 SERIES,2021,South America,White,Hybrid,Manual,3.8,192532,33634,1187,Low
7 SERIES,2024,North America,Blue,Diesel,Manual,2.5,88984,94328,9831,High
5 SERIES,2012,Asia,Blue,Petrol,Automatic,1.6,33615,53341,3208,Low
3 SERIES,2017,South America,Black,Electric,Manual,4.4,36647,45078,889,Low
5 SERIES,2022,North America,Grey,Hybrid,Manual,3.8,121263,78058,7928,High
5 SERIES,2012,North America,Red,Electric,Automatic,3.7,121730,39556,8864,High
5 SERIES,2016,Asia,Blue,Petrol,Automatic,2.3,113868,113702,6803,Low
7 SERIES,2013,Europe,Grey,Diesel,Manual,3.0,64985,80565,1887,Low
7 SERIES,2014,North America,Red,Hybrid,Automatic,4.4,165056,117738,6126,Low
5 SERIES,2017,South America,White,Petrol,Automatic,4.8,71957,53897,2299,Low
7 SERIES,2022,North America,Black,Diesel,Automatic,3.3,3023,85017,9775,High
7 SERIES,2013,North America,Silver,Petrol,Automatic,2.1,184827,35013,2042,Low
5 SERIES,2018,South America,White,Petrol,Manual,3.5,117487,74599,370,Low
7 SERIES,2017,Europe,Silver,Electric,Manual,2.4,93249,83021,4500,Low
5 SERIES,2012,South America,Black,Petrol,Manual,3.5,13804,44482,4875,Low
7 SERIES,2016,South America,Black,Petrol,Manual,4.2,166971,106356,7310,High
5 SERIES,2016,Africa,Silver,Hybrid,Manual,4.2,22952,119557,9478,High
7 SERIES,2023,Middle East,Grey,Petrol,Manual,3.3,138440,107095,8621,High
7 SERIES,2021,Middle East,Grey,Electric,Automatic,4.9,121064,109197,789,Low
3 SERIES,2023,Middle East,Silver,Hybrid,Manual,3.7,80136,62329,2827,Low
3 SERIES,2010,North America,Black,Diesel,Automatic,1.8,172040,45092,6364,Low
7 SERIES,2018,Middle East,White,Diesel,Automatic,2.0,140056,46357,8466,High
3 SERIES,2015,Europe,Grey,Hybrid,Automatic,3.9,74034,86015,2231,Low
7 SERIES,2022,Africa,Silver,Electric,Automatic,1.7,85880,61089,3003,Low
3 SERIES,2020,North America,White,Hybrid,Automatic,2.7,69101,46581,2345,Low
5 SERIES,2010,Europe,Silver,Petrol,Manual,4.2,114337,105608,8257,High
3 SERIES,2018,North America,White,Hybrid,Automatic,3.3,38460,76111,703,Low
7 SERIES,2021,Asia,Grey,Petrol,Automatic,3.9,22072,118835,5134,Low
3 SERIES,2019,Africa,Blue,Diesel,Manual,2.6,156916,82381,8241,High
7 SERIES,2014,Africa,Grey,Diesel,Automatic,3.8,186802,96987,4362,Low
7 SERIES,2021,South America,Blue,Electric,Manual,3.3,25984,60159,592,Low
3 SERIES,2020,South America,Silver,Diesel,Manual,4.5,21043,98873,9264,High
7 SERIES,2014,Middle East,Black,Petrol,Manual,2.6,103494,113211,7490,High
5 SERIES,2018,Asia,Silver,Electric,Automatic,3.8,103055,119290,3018,Low
5 SERIES,2022,North America,Red,Petrol,Manual,1.9,125825,109008,1258,Low
3 SERIES,2014,South America,Blue,Hybrid,Manual,3.8,31044,65616,7858,High
3 SERIES,2023,South America,Blue,Petrol,Manual,4.9,97169,66497,307,Low
7 SERIES,2024,North America,Red,Diesel,Manual,2.2,54277,81746,8811,High
5 SERIES,2022,Africa,Blue,Electric,Automatic,2.2,102335,113697,3810,Low
5 SERIES,2011,South America,Blue,Electric,Manual,1.9,49153,96884,7612,High
5 SERIES,2024,South America,Silver,Petrol,Automatic,1.6,110993,55965,2088,Low
7 SERIES,2021,South America,Silver,Hybrid,Automatic,2.7,139793,89889,2574,Low
5 SERIES,2018,South America,White,Electric,Manual,3.7,187426,118546,8719,High
7 SERIES,2019,Asia,Red,Petrol,Manual,4.3,179149,78337,4477,Low
7 SERIES,2010,Asia,Black,Electric,Manual,4.3,64338,117253,5167,Low
7 SERIES,2022,Middle East,Red,Electric,Manual,3.4,86808,30309,6842,Low
7 SERIES,2015,Middle East,Red,Diesel,Manual,3.6,3554,53556,5962,Low
7 SERIES,2023,North America,Silver,Diesel,Automatic,4.6,9701,92196,8322,High
5 SERIES,2022,Europe,Silver,Diesel,Manual,2.3,111160,113726,7489,High
3 SERIES,2019,Africa,White,Hybrid,Automatic,1.9,149301,44286,7766,High
7 SERIES,2018,Europe,Blue,Electric,Manual,4.4,93711,71486,789,Low
5 SERIES,2011,North America,Red,Diesel,Automatic,4.7,71582,109162,7163,High
5 SERIES,2014,Middle East,Blue,Diesel,Manual,4.6,47231,48063,4290,Low
7 SERIES,2015,North America,Silver,Petrol,Manual,2.7,48190,76513,9826,High
3 SERIES,2012,South America,Blue,Petrol,Automatic,1.5,16727,118687,8639,High
7 SERIES,2010,Middle East,Red,Petrol,Automatic,2.8,199290,102260,2200,Low
5 SERIES,2024,Africa,Grey,Electric,Manual,2.7,145156,48139,9319,High
3 SERIES,2016,Middle East,Red,Petrol,Manual,2.7,168974,58521,228,Low
5 SERIES,2013,Europe,Grey,Petrol,Manual,2.4,38281,84501,8836,High
7 SERIES,2022,Asia,Red,Diesel,Automatic,4.6,157516,54273,7965,High
3 SERIES,2012,North America,Silver,Petrol,Manual,3.0,40000,79236,9303,High
3 SERIES,2023,Asia,White,Petrol,Manual,4.8,35496,57092,6245,Low
3 SERIES,2018,South America,Blue,Electric,Manual,3.3,190650,60560,8121,High
7 SERIES,2016,South America,Grey,Petrol,Automatic,1.6,66213,70094,5446,Low
7 SERIES,2012,South America,Blue,Diesel,Automatic,2.7,78103,68117,3012,Low
3 SERIES,2024,Middle East,Silver,Electric,Manual,2.3,171594,57119,6481,Low
7 SERIES,2015,South America,Grey,Petrol,Manual,3.9,109370,57120,8282,High
7 SERIES,2021,Europe,Red,Electric,Automatic,2.3,157562,70841,6858,Low
5 SERIES,2022,Europe,Red,Petrol,Manual,4.5,187824,56520,3029,Low
5 SERIES,2022,North America,Blue,Electric,Automatic,2.8,97363,87814,1206,Low
5 SERIES,2014,Middle East,Silver,Petrol,Manual,3.3,193006,56363,1878,Low
3 SERIES,2021,Europe,Red,Hybrid,Manual,3.3,48443,93579,4695,Low
7 SERIES,2014,Middle East,White,Hybrid,Manual,1.6,191167,62516,4287,Low
7 SERIES,2012,Middle East,Blue,Electric,Manual,3.9,81509,110453,3265,Low
7 SERIES,2018,Africa,Blue,Petrol,Automatic,4.9,179353,83743,5076,Low
3 SERIES,2011,Europe,White,Electric,Automatic,2.6,14540,30328,4360,Low
3 SERIES,2014,Europe,White,Hybrid,Automatic,3.9,4318,64579,8848,High
3 SERIES,2018,Europe,Red,Diesel,Manual,5.0,93784,106740,398,Low
7 SERIES,2020,South America,Black,Diesel,Automatic,2.1,185458,39432,3921,Low
5 SERIES,2015,Europe,Black,Diesel,Automatic,3.4,146380,33942,1220,Low
3 SERIES,2019,South America,Red,Hybrid,Automatic,1.6,129661,40586,1651,Low
7 SERIES,2021,Europe,Blue,Hybrid,Automatic,3.9,148512,63422,8986,High
7 SERIES,2024,Africa,Silver,Diesel,Manual,2.2,177640,109434,1288,Low
3 SERIES,2010,North America,Silver,Hybrid,Manual,2.5,136265,98452,7885,High
7 SERIES,2013,Middle East,Red,Diesel,Automatic,3.8,107778,103737,2794,Low
5 SERIES,2022,Europe,Red,Petrol,Automatic,2.6,52436,64944,5749,Low
5 SERIES,2022,Europe,Blue,Petrol,Manual,1.5,199153,117801,9807,High
7 SERIES,2011,Asia,Grey,Petrol,Automatic,4.1,108596,101241,1535,Low
5 SERIES,2019,North America,Red,Diesel,Automatic,1.7,143842,52150,6399,Low
5 SERIES,2017,Europe,Red,Petrol,Manual,2.3,33003,92479,2183,Low
3 SERIES,2023,North America,Grey,Diesel,Automatic,4.4,77275,114474,4347,Low
7 SERIES,2011,Asia,Blue,Diesel,Automatic,4.5,95753,48790,7342,High
3 SERIES,2016,Europe,Black,Electric,Manual,2.5,60877,56472,2549,Low
3 SERIES,2017,Asia,Black,Diesel,Automatic,1.9,187381,86050,835,Low
5 SERIES,2010,Asia,Blue,Hybrid,Manual,2.4,41747,91955,7263,High
5 SERIES,2015,Europe,Black,Hybrid,Automatic,2.9,117221,92183,1903,Low
3 SERIES,2010,Middle East,Blue,Diesel,Automatic,1.7,149295,109920,6039,Low
3 SERIES,2024,Africa,Black,Hybrid,Manual,1.7,175447,81565,8031,High
5 SERIES,2010,South America,Blue,Diesel,Automatic,4.0,177240,37456,2271,Low
3 SERIES,2012,Africa,Grey,Electric,Manual,2.3,102142,42310,2538,Low
5 SERIES,2010,North America,Black,Electric,Manual,1.7,191728,112676,8052,High
3 SERIES,2016,Europe,Silver,Electric,Manual,2.2,3517,111150,5431,Low
3 SERIES,2015,Middle East,Black,Electric,Automatic,2.2,103203,90629,503,Low
3 SERIES,2021,Europe,Blue,Petrol,Manual,3.9,14099,99184,421,Low
3 SERIES,2014,North America,Red,Diesel,Automatic,4.0,49607,119039,9021,High
7 SERIES,2014,Asia,Black,Hybrid,Manual,2.0,43518,62793,1142,Low
3 SERIES,2019,Europe,Blue,Hybrid,Automatic,3.3,21242,59387,4677,Low
5 SERIES,2012,Africa,Grey,Electric,Manual,2.9,31446,53591,9961,High
3 SERIES,2023,Middle East,Grey,Petrol,Automatic,2.5,97987,52870,9979,High
5 SERIES,2023,North America,Blue,Petrol,Automatic,1.9,139301,85255,4180,Low
5 SERIES,2010,North America,Red,Hybrid,Manual,4.8,191633,57319,5342,Low
5 SERIES,2017,North America,Blue,Hybrid,Manual,1.6,25648,98830,4752,Low
5 SERIES,2016,North America,Blue,Diesel,Manual,2.1,130801,47610,8208,High
3 SERIES,2019,Europe,Red,Electric,Automatic,4.0,95019,39256,7357,High
5 SERIES,2014,Europe,White,Electric,Manual,4.5,155236,59268,749,Low
5 SERIES,2023,Middle East,Red,Diesel,Manual,1.9,47837,34330,1106,Low
5 SERIES,2018,North America,Grey,Hybrid,Manual,3.3,151280,50933,6633,Low
5 SERIES,2024,Asia,Black,Electric,Automatic,2.9,106278,59710,7494,High
7 SERIES,2024,Africa,Silver,Petrol,Manual,1.7,198709,36623,1782,Low
7 SERIES,2014,South America,Grey,Electric,Automatic,2.5,100505,100170,2565,Low
3 SERIES,2020,Middle East,Black,Hybrid,Automatic,2.2,177553,79735,6990,Low
5 SERIES,2015,Africa,Grey,Hybrid,Automatic,2.1,195217,109378,2031,Low
5 SERIES,2011,Asia,Silver,Electric,Manual,3.9,48494,32026,4716,Low
5 SERIES,2011,Asia,Blue,Electric,Manual,3.4,136111,116608,9309,High
5 SERIES,2011,Asia,Black,Petrol,Manual,1.9,192897,114056,9932,High
3 SERIES,2012,Africa,White,Petrol,Manual,4.4,38147,81801,3206,Low
7 SERIES,2024,North America,White,Hybrid,Automatic,1.8,43016,109011,1918,Low
3 SERIES,2013,Asia,Black,Petrol,Automatic,2.0,62729,51520,8246,High
3 SERIES,2017,Europe,White,Petrol,Manual,1.9,46896,99927,8745,High
3 SERIES,2023,Asia,Silver,Hybrid,Automatic,4.8,44501,40840,4609,Low
5 SERIES,2012,North America,Black,Electric,Automatic,2.7,99647,86998,1892,Low
7 SERIES,2017,North America,White,Diesel,Manual,2.7,72258,95235,499,Low
7 SERIES,2021,Europe,White,Electric,Manual,2.8,87757,118858,9193,High
7 SERIES,2011,Europe,Grey,Diesel,Manual,3.7,123800,67892,9663,High
5 SERIES,2015,North America,White,Diesel,Automatic,3.3,199787,101909,9959,High
5 SERIES,2020,Europe,Silver,Electric,Manual,4.4,199709,35786,5167,Low
5 SERIES,2020,Middle East,Blue,Petrol,Manual,3.5,37550,106589,5568,Low
5 SERIES,2015,Africa,White,Petrol,Manual,1.7,114491,111629,7531,High
3 SERIES,2013,Asia,Black,Petrol,Automatic,4.1,147628,68958,4317,Low
3 SERIES,2017,Africa,White,Diesel,Automatic,3.2,15488,78082,5781,Low
7 SERIES,2012,Europe,Black,Hybrid,Automatic,3.9,131987,40736,9968,High
3 SERIES,2020,South America,Black,Diesel,Automatic,4.4,76192,47835,963,Low
7 SERIES,2022,North America,Red,Hybrid,Manual,4.5,16221,51830,4295,Low
3 SERIES,2022,Middle East,Blue,Diesel,Manual,4.4,45656,109145,4719,Low
5 SERIES,2012,Middle East,Blue,Electric,Manual,4.2,159333,80766,6269,Low
3 SERIES,2021,Europe,Red,Hybrid,Automatic,2.6,69766,106853,1838,Low
7 SERIES,2015,Africa,Blue,Diesel,Manual,2.5,191408,72816,7634,High
5 SERIES,2014,Asia,White,Petrol,Automatic,1.6,98407,119012,5839,Low
7 SERIES,2010,South America,Red,Electric,Automatic,4.2,118156,109561,2009,Low
5 SERIES,2018,Europe,Red,Petrol,Manual,4.4,169867,90591,7618,High
3 SERIES,2021,South America,White,Diesel,Automatic,3.0,51063,117490,2299,Low
7 SERIES,2023,Africa,Silver,Electric,Manual,3.8,117510,79905,9006,High
7 SERIES,2022,Africa,Silver,Diesel,Automatic,3.7,46598,97468,6078,Low
3 SERIES,2018,Middle East,White,Diesel,Automatic,4.5,154329,73392,7889,High
