Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
I8,2010,South America,Red,Hybrid,Automatic,2.0,49903,92666,9368,High
I8,2018,Asia,Red,Petrol,Manual,2.1,61031,116846,6121,Low
I8,2019,Africa,Silver,Hybrid,Manual,2.3,187214,31212,3778,Low
I3,2015,Asia,Red,Diesel,Manual,1.9,90245,34249,8483,High
I8,2013,Europe,Red,Diesel,Manual,3.9,106314,113159,113,Low
I3,2011,North America,Grey,Electric,Automatic,2.2,131725,73410,6205,Low
I3,2015,Europe,Grey,Electric,Manual,3.9,20717,79002,1402,Low
I3,2011,Africa,White,Diesel,Manual,1.6,97680,115240,5797,Low
I3,2021,Europe,White,Hybrid,Automatic,1.7,129001,105938,3288,Low
I8,2015,Africa,Red,Diesel,Manual,1.9,60913,43439,5284,Low
I8,2016,Europe,Blue,Petrol,Manual,4.5,191604,59627,9454,High
I3,2024,South America,White,Hybrid,Automatic,4.5,57231,47994,1675,Low
I3,2014,South America,Grey,Diesel,Automatic,2.7,22417,98122,5178,Low
I8,2015,Asia,Black,Hybrid,Automatic,2.4,6365,30074,2845,Low
I3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658,9124,High
I3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,1482,Low
I8,2013,Europe,White,Hybrid,Automatic,3.2,110079,70118,7254,High
I3,2012,Middle East,Silver,Petrol,Automatic,3.6,53579,80919,2377,Low
I3,2012,Africa,Red,Diesel,Manual,4.9,86785,99512,2353,Low
I3,2018,Africa,Blue,Diesel,Manual,4.1,180348,46141,8132,High
I3,2017,Asia,Black,Diesel,Manual,4.3,42089,99138,5415,Low
I3,2016,Middle East,Black,Hybrid,Manual,3.8,134173,89891,3901,Low
I3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609,897,Low
I3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036,3108,Low
I8,2018,Asia,Grey,Petrol,Manual,2.2,126505,92606,9586,High
I8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,97301,9597,High
I8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381,9156,High
I8,2010,South America,Red,Diesel,Manual,1.6,76908,48463,3398,Low
I8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409,5098,Low
I8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714,5960,Low
I3,2017,South America,Grey,Petrol,Automatic,4.0,174519,31948,5863,Low
I8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low
I8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643,4751,Low
I3,2022,North America,Black,Hybrid,Automatic,3.0,81603,115537,5387,Low
I3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,7118,High
I3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,4366,Low
I3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,4936,Low
I8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,4541,Low
I3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,9131,High
I8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,9525,High
I8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,2452,Low
I8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,4321,Low
I3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,1818,Low
I3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,1054,Low
I3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,8800,High
I8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,3942,Low
I8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,2613,Low
I8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,6665,Low
I8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,4938,Low
I8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,5532,Low
I3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,7313,High
I3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,1786,Low
I8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754,5839,Low
I8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,2879,Low
I3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702,7510,High
I8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406,993,Low
I8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071,8143,High
I8,2019,North America,White,Petrol,Automatic,2.9,122500,96319,9080,High
I8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,6006,Low
I3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,1342,Low
I3,2012,Asia,Grey,Electric,Manual,4.4,25251,87697,4050,Low
I8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,9537,High
I3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,9192,High
I8,2020,Europe,Red,Diesel,Manual,3.0,93800,94038,5816,Low
I3,2016,Europe,Silver,Hybrid,Manual,4.6,33244,116918,2095,Low
I8,2013,Middle East,Grey,Diesel,Automatic,3.6,39970,92250,6734,Low
I8,2017,North America,Silver,Petrol,Automatic,2.7,177410,41756,563,Low
I3,2024,North America,Black,Diesel,Manual,2.9,108780,42697,8838,High
I3,2016,North America,Grey,Petrol,Manual,2.8,107224,108265,9521,High
I3,2014,South America,Blue,Petrol,Manual,2.6,85185,114354,7868,High
I8,2016,Middle East,White,Electric,Automatic,2.3,110324,105341,3727,Low
I3,2011,Middle East,Silver,Electric,Automatic,4.2,172246,61625,3251,Low
I8,2015,Middle East,White,Hybrid,Automatic,5.0,123323,103534,2717,Low
I3,2022,South America,White,Diesel,Manual,4.0,136323,35945,4643,Low
I8,2019,Europe,Red,Electric,Manual,3.9,128625,107973,8455,High
I3,2014,Asia,Black,Diesel,Manual,1.8,190726,100453,3316,Low
I8,2010,Europe,White,Petrol,Automatic,4.7,165927,114137,923,Low
I3,2019,South America,White,Electric,Manual,1.6,151998,110953,6928,Low
I8,2013,Asia,Black,Diesel,Manual,2.6,121993,60810,2862,Low
I3,2015,South America,Silver,Electric,Manual,3.3,26839,54215,393,Low
I8,2013,Asia,White,Electric,Manual,2.0,100480,113894,3656,Low
I3,2013,Asia,Red,Electric,Automatic,1.7,160894,95155,7603,High
I3,2022,Africa,Red,Hybrid,Manual,4.3,158763,39371,8106,High
I3,2010,Europe,Blue,Hybrid,Automatic,3.7,101647,96374,8225,High
I8,2021,Europe,Grey,Electric,Automatic,3.4,157823,114472,2087,Low
I8,2011,Asia,White,Hybrid,Automatic,2.5,62983,93444,6870,Low
I3,2012,Middle East,White,Petrol,Manual,3.4,124343,47777,2316,Low
I8,2010,Asia,White,Electric,Automatic,2.1,71119,59940,9535,High
I8,2020,Africa,White,Electric,Manual,1.5,78999,107597,7217,High
I3,2017,Asia,Black,Electric,Manual,2.1,161500,83062,4684,Low
I3,2023,North America,Blue,Electric,Manual,3.6,11604,104168,1755,Low
I3,2011,Middle East,Blue,Petrol,Automatic,2.0,139395,82166,8969,High
I8,2022,Asia,White,Diesel,Manual,2.9,174399,61129,1923,Low
I3,2011,North America,Red,Diesel,Manual,2.3,145432,90524,9651,High
I8,2019,South America,White,Petrol,Automatic,4.7,69371,31709,6458,Low
I3,2020,Asia,Black,Electric,Automatic,2.9,150855,45778,4816,Low
I3,2022,North America,White,Petrol,Automatic,1.6,157485,94162,1830,Low
I8,2013,Asia,Black,Diesel,Manual,2.7,172965,46246,6281,Low
I3,2011,Middle East,Red,Electric,Manual,3.6,134576,114475,5900,Low
I8,2017,Europe,White,Petrol,Automatic,1.6,187653,56981,3345,Low
I3,2012,South America,Grey,Petrol,Manual,1.8,180582,61076,6824,Low
I3,2022,Africa,Grey,Petrol,Automatic,4.0,103831,41040,9429,High
I3,2021,North America,Silver,Hybrid,Automatic,4.7,89491,87082,5177,Low
I3,2014,Africa,Black,Diesel,Manual,2.1,62836,38101,874,Low
I3,2013,North America,Grey,Petrol,Automatic,1.8,101623,80525,6481,Low
I3,2014,South America,Black,Hybrid,Manual,1.5,10138,90196,3804,Low
I8,2011,North America,Red,Diesel,Automatic,2.9,3475,74501,1068,Low
I3,2017,Europe,Red,Electric,Automatic,2.9,91260,119648,1619,Low
I3,2022,South America,White,Electric,Automatic,3.3,134766,86577,6215,Low
I3,2024,South America,Red,Hybrid,Manual,2.9,107227,34505,5673,Low
I8,2019,Europe,Black,Hybrid,Manual,3.6,136556,78109,5215,Low
I8,2023,Europe,Black,Electric,Automatic,2.2,91651,73424,7060,High
I3,2022,North America,Red,Electric,Automatic,2.8,156881,68479,8925,High
I8,2011,Asia,Silver,Electric,Automatic,4.6,195288,85282,2967,Low
I3,2021,South America,Blue,Petrol,Automatic,2.0,154446,68456,908,Low
I8,2013,Middle East,Red,Electric,Automatic,2.8,68617,99825,6709,Low
I8,2010,Europe,White,Diesel,Automatic,2.6,191717,88283,7317,High
I3,2021,Europe,Red,Petrol,Automatic,4.2,22394,31157,3118,Low
I3,2015,South America,Red,Diesel,Automatic,3.3,154238,47032,9316,High
I8,2014,Africa,Blue,Diesel,Manual,3.0,85535,113241,9160,High
I8,2019,North America,Red,Petrol,Automatic,1.6,47716,101190,6161,Low
I8,2024,Middle East,Black,Petrol,Automatic,2.4,92454,118386,8677,High
I8,2014,South America,Black,Diesel,Manual,3.0,79503,64984,5106,Low
I8,2024,North America,Silver,Hybrid,Automatic,3.4,31725,85692,3638,Low
I8,2024,Middle East,Grey,Petrol,Manual,2.2,176945,71133,3712,Low
I8,2012,Middle East,White,Petrol,Automatic,4.7,18803,64391,364,Low
I8,2021,South America,Blue,Petrol,Automatic,2.6,60409,106759,7792,High
I8,2019,Asia,Silver,Petrol,Automatic,3.7,137601,45015,4434,Low
I8,2017,North America,Blue,Hybrid,Automatic,4.1,33338,106667,6742,Low
I8,2014,South America,Blue,Electric,Manual,2.9,186497,65060,3768,Low
I3,2019,Europe,Black,Petrol,Manual,3.4,26966,118571,3768,Low
I3,2021,Middle East,Red,Diesel,Automatic,3.5,18186,105635,1127,Low
I8,2014,Asia,White,Diesel,Manual,4.4,130314,35639,2799,Low
I3,2015,North America,Silver,Hybrid,Manual,2.2,49755,86534,7926,High
I3,2022,South America,Grey,Hybrid,Automatic,3.5,174985,117256,1633,Low
I3,2012,Middle East,White,Petrol,Manual,4.0,171574,34505,3245,Low
I8,2012,Middle East,White,Petrol,Automatic,1.9,97697,110826,6713,Low
I8,2020,South America,Grey,Hybrid,Automatic,1.8,52517,38246,363,Low
I3,2010,Middle East,Silver,Hybrid,Manual,3.5,163763,57271,8319,High
I8,2011,Africa,Red,Hybrid,Automatic,2.8,125267,108465,9086,High
I3,2018,Asia,Silver,Electric,Automatic,2.0,42039,55187,4302,Low
I8,2016,Africa,Silver,Petrol,Automatic,2.8,73090,31447,8134,High
I8,2014,North America,Black,Diesel,Automatic,2.2,147408,104408,4135,Low
I3,2021,Asia,White,Diesel,Manual,3.1,197135,85400,2031,Low
I3,2019,Middle East,Blue,Hybrid,Automatic,3.2,189982,46036,9115,High
I3,2021,North America,Red,Petrol,Automatic,2.0,183969,76608,5680,Low
I8,2015,South America,Grey,Electric,Automatic,3.6,4233,38101,138,Low
I8,2011,Middle East,Blue,Hybrid,Manual,2.7,161159,86772,3104,Low
I3,2015,Middle East,White,Diesel,Automatic,2.6,27808,88667,1033,Low
I8,2015,Asia,Black,Hybrid,Automatic,4.5,107844,83167,5864,Low
I8,2010,South America,Black,Petrol,Automatic,3.9,88815,47631,1983,Low
I8,2013,Asia,Silver,Electric,Automatic,2.6,26660,82318,7267,High
I3,2011,North America,Blue,Electric,Automatic,4.4,67250,100368,971,Low
I8,2023,Europe,Silver,Electric,Automatic,2.8,157862,40807,3505,Low
I3,2020,South America,Blue,Petrol,Automatic,2.1,180600,38450,1393,Low
I3,2024,Europe,Black,Hybrid,Automatic,3.8,75550,84588,8537,High
I3,2018,Europe,Black,Petrol,Manual,2.2,140763,74133,1374,Low
I3,2011,Europe,Silver,Electric,Manual,3.7,5349,30084,9255,High
I3,2019,South America,Black,Petrol,Manual,4.0,59439,68850,8015,High
I8,2020,Middle East,Silver,Hybrid,Automatic,2.0,40623,108861,6462,Low
I3,2024,North America,Blue,Electric,Manual,4.2,152179,93988,2084,Low
I8,2017,Middle East,White,Petrol,Automatic,1.8,52327,74005,8478,High
I3,2013,Asia,Blue,Diesel,Manual,2.7,52711,117713,817,Low
I8,2013,Africa,Silver,Hybrid,Automatic,4.0,60124,38913,4064,Low
I3,2016,Europe,Black,Petrol,Manual,3.9,167437,74801,9549,High
I3,2017,Asia,Silver,Diesel,Automatic,4.9,18561,90174,6181,Low
I3,2020,Asia,Red,Petrol,Manual,3.0,75606,53784,6190,Low
I8,2016,Asia,Silver,Diesel,Manual,2.5,173887,71493,883,Low
I3,2023,Europe,White,Hybrid,Automatic,1.8,191913,61119,676,Low
I3,2022,Asia,Grey,Hybrid,Automatic,1.7,61486,110653,9176,High
I3,2013,Africa,White,Hybrid,Manual,2.7,4777,100704,1966,Low
I8,2018,Asia,Red,Hybrid,Automatic,3.7,112653,86063,1167,Low
I8,2024,North America,White,Diesel,Automatic,4.6,143510,119962,4352,Low
I8,2017,Africa,Black,Hybrid,Automatic,3.4,107908,71824,2809,Low
I3,2021,North America,Blue,Electric,Automatic,4.3,9416,93796,9572,High
I8,2012,Middle East,Silver,Electric,Manual,2.8,90022,68228,7497,High
I8,2014,North America,Black,Hybrid,Automatic,4.4,8772,71851,7517,High
I8,2015,South America,Blue,Diesel,Automatic,2.9,6666,40108,1464,Low
I3,2014,Middle East,Red,Hybrid,Manual,4.9,67395,75381,8317,High
I3,2010,Middle East,Blue,Petrol,Automatic,3.0,24456,58677,2719,Low
I8,2016,Africa,Black,Hybrid,Automatic,3.3,87806,61252,1606,Low
I8,2015,Middle East,Blue,Diesel,Automatic,3.7,153278,30889,9853,High
I3,2012,Asia,Red,Petrol,Automatic,4.7,73240,108735,6096,Low
I3,2013,Asia,Blue,Hybrid,Automatic,3.7,51739,34280,7271,High
I3,2012,Asia,Silver,Electric,Automatic,2.8,194324,95183,6689,Low
I3,2024,Asia,Red,Electric,Manual,4.4,104720,118841,3863,Low
I8,2024,North America,Grey,Hybrid,Automatic,2.3,105412,106815,437,Low
I3,2013,Asia,Red,Diesel,Manual,4.3,122677,54115,3451,Low
I3,2018,South America,Blue,Hybrid,Manual,2.7,171574,45933,8572,High
I3,2017,Middle East,Red,Diesel,Automatic,2.8,91459,70414,2425,Low
I8,2012,South America,Red,Petrol,Automatic,4.3,176274,112544,8791,High
I3,2012,Asia,White,Petrol,Automatic,4.0,44303,45758,6062,Low
I8,2012,North America,Blue,Diesel,Automatic,2.9,171718,97052,3452,Low
I3,2010,North America,Silver,Hybrid,Automatic,4.0,168305,115411,1488,Low
I8,2018,Asia,Silver,Electric,Manual,2.3,20438,87790,6053,Low
I3,2012,Europe,Blue,Petrol,Manual,2.7,129957,112224,4815,Low
I3,2013,Asia,Grey,Hybrid,Automatic,4.4,22909,47801,4124,Low
I3,2018,Asia,Black,Electric,Manual,1.7,133078,99327,9861,High
I3,2018,North America,Black,Electric,Manual,3.6,133118,55757,3242,Low
I8,2016,Europe,Silver,Hybrid,Automatic,4.6,153626,98878,8863,High
I8,2011,South America,Grey,Hybrid,Manual,4.4,75257,72658,4334,Low
I3,2017,Middle East,White,Diesel,Manual,2.2,52238,83790,4213,Low
I8,2016,North America,Grey,Diesel,Automatic,2.0,174070,64972,9301,High
I8,2016,South America,White,Petrol,Automatic,2.8,175127,114879,980,Low
I8,2012,North America,Grey,Hybrid,Manual,2.0,74820,73887,6254,Low
I8,2024,Europe,Grey,Hybrid,Manual,1.9,153385,64860,7478,High
I3,2013,Africa,Blue,Hybrid,Manual,3.9,3473,31664,5046,Low
I3,2015,South America,Grey,Hybrid,Manual,3.5,3570,32831,5317,Low
I8,2010,North America,Grey,Hybrid,Manual,2.4,109597,55780,3555,Low
I3,2010,Africa,Silver,Electric,Automatic,4.5,11768,69171,9765,High
I8,2013,Middle East,White,Diesel,Automatic,3.6,77511,97214,3749,Low
I3,2024,South America,Grey,Petrol,Manual,3.0,145021,74758,1796,Low
I8,2013,Middle East,White,Petrol,Automatic,3.6,17666,79593,4795,Low
I3,2012,North America,Blue,Electric,Manual,3.2,185479,108141,1416,Low
I3,2013,Africa,Blue,Electric,Automatic,1.9,9113,80447,3569,Low
I8,2019,North America,Grey,Hybrid,Manual,4.0,52399,38389,5612,Low
I3,2020,Asia,Black,Hybrid,Manual,2.5,109336,119010,8721,High
I8,2023,Africa,White,Petrol,Automatic,2.5,53006,97474,576,Low
I3,2017,Europe,White,Electric,Manual,4.4,195078,50630,8188,High
I3,2023,South America,Red,Petrol,Automatic,4.8,143267,97752,366,Low
I3,2019,Asia,Grey,Hybrid,Manual,3.8,20324,43184,2325,Low
I3,2024,North America,Red,Hybrid,Automatic,4.7,128549,59130,3757,Low
I3,2024,Asia,Red,Hybrid,Manual,3.5,40470,114654,1803,Low
I8,2023,Africa,White,Petrol,Automatic,3.3,163278,92621,6973,Low
I3,2016,South America,Grey,Hybrid,Automatic,2.0,14626,56254,3675,Low
I8,2018,Asia,Black,Diesel,Manual,3.0,163239,97476,7652,High
I3,2016,Asia,Grey,Petrol,Manual,2.6,159108,65343,6280,Low
I8,2018,Middle East,Black,Petrol,Automatic,3.4,59434,54069,8000,High
I3,2019,North America,Grey,Diesel,Manual,3.1,156844,46395,2256,Low
I8,2018,Middle East,Silver,Diesel,Manual,1.9,79450,81393,7854,High
I8,2013,South America,White,Petrol,Manual,4.5,38877,45364,2834,Low
I3,2018,Europe,White,Hybrid,Manual,1.8,194753,119630,7963,High
I8,2020,South America,Blue,Electric,Manual,2.7,137994,114207,7761,High
I3,2011,North America,Black,Electric,Automatic,3.7,197508,106565,7134,High
I8,2011,Asia,Silver,Electric,Automatic,2.0,85210,102434,8137,High
I8,2020,South America,Black,Electric,Automatic,2.1,106217,63212,9007,High
I3,2020,Middle East,Grey,Electric,Automatic,1.9,177164,42661,4350,Low
I3,2014,Asia,Blue,Hybrid,Automatic,2.2,36192,88958,1254,Low
I8,2015,North America,Silver,Hybrid,Manual,2.5,61874,62263,6899,Low
I8,2019,South America,Red,Electric,Automatic,2.3,57540,59731,2806,Low
I8,2015,North America,Blue,Hybrid,Manual,2.7,12192,66367,8191,High
I3,2015,Africa,Grey,Petrol,Manual,3.2,4936,48866,4978,Low
I3,2022,Europe,Blue,Hybrid,Automatic,3.8,138465,40920,6518,Low
I3,2010,South America,Red,Hybrid,Manual,3.6,161511,110354,5904,Low
I3,2023,South America,White,Electric,Automatic,4.4,5405,60378,7646,High
I3,2011,Asia,Black,Electric,Manual,3.6,153149,39362,1160,Low
I8,2010,Africa,Black,Diesel,Automatic,3.9,198804,33223,6579,Low
I8,2011,South America,Silver,Hybrid,Manual,3.3,106664,61970,3827,Low
I3,2015,South America,Black,Petrol,Manual,3.6,184466,97628,2542,Low
I8,2012,South America,Black,Petrol,Manual,4.1,61733,96162,4823,Low
I8,2022,North America,Red,Diesel,Automatic,3.7,109138,91576,2132,Low
I8,2017,Middle East,Black,Petrol,Manual,3.0,53660,79095,1505,Low
I3,2010,Asia,Grey,Electric,Automatic,4.7,179702,59177,6207,Low
I8,2018,Middle East,White,Electric,Manual,3.7,136482,56712,1730,Low
I8,2017,Africa,Blue,Electric,Automatic,4.7,140518,83607,9217,High
I3,2024,South America,White,Diesel,Manual,2.2,116337,30067,624,Low
I8,2012,Africa,Silver,Hybrid,Manual,2.1,81362,38764,5899,Low
I3,2010,North America,Red,Diesel,Manual,4.8,103401,96363,3577,Low
I8,2017,Asia,Blue,Electric,Manual,4.8,80040,65662,7956,High
I3,2023,North America,Black,Electric,Automatic,1.7,81905,89800,6939,Low
I3,2015,North America,White,Petrol,Manual,2.7,74971,37683,5113,Low
I8,2014,Africa,Silver,Electric,Automatic,3.6,157452,103365,8517,High
I3,2012,South America,Blue,Electric,Manual,2.2,126687,80652,863,Low
I8,2024,Europe,Black,Petrol,Manual,1.8,86083,58763,5837,Low
I3,2020,South America,White,Petrol,Manual,5.0,110435,81391,9806,High
I8,2021,Middle East,White,Petrol,Manual,3.0,84842,110429,2787,Low
I3,2013,Asia,Red,Diesel,Manual,3.1,197081,40253,964,Low
I3,2017,South America,Grey,Diesel,Manual,3.5,129341,46519,2262,Low
I3,2020,Asia,Grey,Hybrid,Manual,3.8,180110,31780,3564,Low
I3,2016,Asia,Black,Diesel,Automatic,2.6,169131,54311,2973,Low
I8,2010,Middle East,White,Hybrid,Automatic,3.6,188401,115905,992,Low
I8,2023,Europe,Silver,Petrol,Manual,2.4,77259,97872,5257,Low
I3,2018,Europe,Blue,Electric,Manual,1.9,184913,68496,2075,Low
I3,2015,North America,Black,Diesel,Automatic,3.6,117464,70512,8298,High
I8,2020,Africa,Black,Petrol,Manual,4.4,104871,115719,8349,High
I8,2013,Asia,Grey,Petrol,Automatic,3.7,59895,110227,8179,High
I8,2020,South America,Black,Electric,Manual,2.1,145537,80012,5210,Low
I8,2011,South America,Blue,Diesel,Manual,2.2,122924,80932,9163,High
I3,2019,Middle East,Red,Hybrid,Automatic,4.6,38359,66262,2294,Low
I3,2015,Europe,Black,Electric,Manual,1.5,104704,102698,1937,Low
I8,2014,Asia,White,Hybrid,Automatic,4.9,13193,59063,7776,High
I3,2015,Asia,Red,Petrol,Manual,3.1,153567,118596,5488,Low
I3,2021,South America,Red,Diesel,Manual,3.6,43762,80744,4246,Low
I3,2014,Africa,Black,Hybrid,Manual,4.9,170925,39652,1270,Low
I3,2016,Middle East,Blue,Electric,Manual,2.0,105059,56720,9161,High
I8,2020,South America,Black,Petrol,Manual,2.2,20537,48243,6624,Low
I8,2017,Asia,Blue,Hybrid,Automatic,3.2,106761,59980,2365,Low
I8,2010,Asia,Blue,Diesel,Automatic,4.0,138483,76722,8161,High
I3,2013,Africa,Red,Hybrid,Manual,1.9,102271,35906,6474,Low
I3,2023,Africa,Red,Petrol,Automatic,4.9,59841,55424,8115,High
I8,2020,Asia,White,Petrol,Manual,4.2,187494,114709,824,Low
I8,2022,Africa,Black,Diesel,Automatic,1.7,23113,35911,3862,Low
I8,2022,South America,White,Diesel,Automatic,3.6,128397,45922,2238,Low
I8,2012,Asia,White,Diesel,Manual,2.0,93548,36222,1079,Low
I8,2012,South America,Red,Diesel,Automatic,3.4,115422,109356,3989,Low
I8,2010,North America,Silver,Diesel,Manual,4.1,102516,32561,2458,Low
I3,2021,Middle East,Black,Petrol,Manual,4.4,111606,67524,6719,Low
I3,2023,South America,Silver,Petrol,Manual,3.6,68438,87114,1841,Low
I3,2012,Middle East,Red,Hybrid,Automatic,1.6,48927,67502,4819,Low
I8,2014,Asia,Silver,Hybrid,Manual,4.4,128538,87782,5774,Low
I8,2021,Middle East,Silver,Diesel,Manual,4.4,107998,90413,2088,Low
I8,2010,Middle East,Blue,Diesel,Manual,2.7,124139,33208,5779,Low
I8,2014,North America,Silver,Petrol,Manual,2.3,76916,53492,2821,Low
I8,2019,Asia,Blue,Petrol,Manual,3.5,160565,64234,7239,High
I3,2024,Middle East,Grey,Hybrid,Manual,4.3,108454,100339,4085,Low
I3,2014,Asia,Blue,Diesel,Manual,2.5,5916,41115,5338,Low
I3,2016,Africa,Black,Diesel,Manual,4.6,89359,30995,6986,Low
I3,2011,Middle East,Black,Petrol,Manual,4.4,190148,95288,2278,Low
I8,2023,North America,Red,Petrol,Automatic,3.0,97782,105442,1568,Low
I8,2010,Europe,Black,Diesel,Automatic,3.0,125917,91594,2115,Low
I3,2012,South America,Grey,Electric,Automatic,3.7,155611,74991,4946,Low
I3,2011,Asia,Silver,Hybrid,Automatic,4.4,83562,101612,2844,Low
I3,2021,North America,Grey,Diesel,Automatic,1.9,32813,108119,4444,Low
I8,2011,Africa,Blue,Petrol,Automatic,4.3,108111,82019,5969,Low
I3,2012,South America,Black,Hybrid,Manual,2.6,194671,94809,8414,High
I3,2011,Middle East,Black,Diesel,Manual,4.9,106529,58245,4488,Low
I8,2023,Europe,Red,Hybrid,Automatic,2.2,19383,91119,5246,Low
