Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,8924,High
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,1404,Low
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,7109,High
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,6726,Low
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,4431,Low
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,6000,Low
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,6344,Low
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232,4545,Low
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,6074,Low
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,5817,Low
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,222,Low
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,335,Low
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,6324,Low
M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,6440,Low
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,6900,Low
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,6549,Low
M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,7598,High
M5,2021,North America,Black,Electric,Automatic,3.2,130480,52081,3272,Low
M3,2015,Africa,Black,Hybrid,Automatic,4.9,179971,59889,8335,High
M5,2023,Europe,Grey,Hybrid,Automatic,5.0,16692,99296,5943,Low
M3,2016,South America,White,Diesel,Automatic,4.2,158898,86673,9443,High
M5,2023,South America,Black,Hybrid,Manual,1.6,172797,73954,5084,Low
M3,2021,Africa,Blue,Petrol,Automatic,1.5,11430,109949,6188,Low
M5,2022,Middle East,Blue,Petrol,Automatic,4.6,53187,81354,784,Low
M3,2016,North America,Blue,Hybrid,Automatic,1.8,195192,119134,6570,Low
M5,2016,North America,White,Petrol,Manual,2.5,145948,45297,2447,Low
M5,2015,South America,Silver,Petrol,Automatic,1.9,32159,92285,6560,Low
M5,2021,Asia,White,Electric,Manual,4.9,78179,70403,7365,High
M3,2023,Africa,White,Electric,Manual,4.4,35796,45975,2999,Low
M3,2021,Africa,White,Hybrid,Manual,2.0,1811,56208,8578,High
M3,2010,South America,Blue,Petrol,Automatic,4.3,191728,54325,9996,High
M5,2023,Middle East,Grey,Electric,Automatic,3.2,177722,90483,8800,High
M3,2014,Asia,Grey,Electric,Automatic,4.6,133780,88568,7632,High
M3,2014,Middle East,Black,Petrol,Automatic,4.4,71014,106337,5749,Low
M3,2011,Africa,White,Electric,Automatic,4.9,119981,95058,1840,Low
M5,2012,North America,Grey,Electric,Automatic,2.3,157101,35561,3859,Low
M5,2019,Europe,Black,Diesel,Manual,2.0,128785,67632,7227,High
M3,2010,Africa,Red,Electric,Manual,4.0,15805,45507,1697,Low
M3,2011,South America,Black,Electric,Manual,4.7,101736,37291,2791,Low
M5,2014,Europe,Silver,Diesel,Automatic,1.7,134005,44431,7143,High
M5,2020,Europe,Grey,Hybrid,Automatic,4.0,182203,98363,9468,High
M5,2022,South America,White,Petrol,Manual,4.8,151188,101717,8168,High
M3,2023,Europe,Red,Petrol,Automatic,1.7,159433,83009,215,Low
M5,2019,Europe,Blue,Petrol,Automatic,4.6,124983,114539,5359,Low
M5,2011,Middle East,White,Electric,Manual,4.8,158280,98458,5606,Low
M5,2022,Africa,Grey,Petrol,Manual,2.6,185369,108495,197,Low
M3,2014,South America,Red,Petrol,Manual,4.7,108564,74783,9260,High
M3,2014,Europe,Red,Petrol,Automatic,4.7,177247,75199,6032,Low
M5,2014,Middle East,White,Diesel,Automatic,2.8,46000,103494,796,Low
M3,2010,North America,Grey,Diesel,Automatic,2.1,192673,65837,8764,High
M3,2018,Middle East,Blue,Diesel,Manual,3.4,66819,41677,8811,High
M3,2010,South America,Grey,Electric,Automatic,4.2,18409,72000,7780,High
M3,2023,North America,Black,Hybrid,Manual,2.5,123160,102305,3627,Low
M5,2016,Africa,Red,Electric,Automatic,2.9,177484,52744,4603,Low
M3,2012,South America,Silver,Hybrid,Automatic,1.9,197184,53111,9739,High
M5,2018,Asia,White,Petrol,Automatic,3.3,174744,63716,1871,Low
M3,2016,Africa,Red,Electric,Automatic,4.0,53730,44441,1074,Low
M3,2016,South America,Black,Petrol,Manual,4.4,169199,69403,9608,High
M5,2019,Middle East,White,Petrol,Automatic,3.5,50494,113907,9224,High
M3,2016,North America,Black,Hybrid,Automatic,2.9,66974,33594,2417,Low
M5,2020,South America,Red,Petrol,Manual,4.3,169167,92844,8614,High
M3,2019,North America,Blue,Petrol,Manual,3.4,4857,104893,9900,High
M3,2021,Europe,Grey,Diesel,Automatic,3.5,84049,85372,1724,Low
M3,2019,Asia,Red,Petrol,Automatic,4.9,187708,82112,1457,Low
M5,2022,North America,White,Electric,Automatic,4.8,125696,36317,7146,High
M5,2019,Middle East,Silver,Diesel,Manual,2.7,147752,35732,8092,High
M3,2023,South America,Silver,Hybrid,Manual,4.0,52339,32659,9573,High
M3,2010,South America,Blue,Petrol,Manual,1.6,21078,55022,6374,Low
M3,2017,Asia,Red,Electric,Manual,1.9,66132,71125,6440,Low
M5,2010,Africa,White,Hybrid,Automatic,4.1,140387,80402,4766,Low
M3,2013,Middle East,Blue,Hybrid,Manual,2.3,124441,93080,6979,Low
M3,2012,Asia,Blue,Electric,Manual,3.1,59715,106799,7318,High
M5,2015,Europe,White,Petrol,Manual,4.1,154289,66188,9951,High
M5,2016,South America,White,Electric,Manual,4.5,184303,33218,2859,Low
M5,2021,Middle East,Silver,Petrol,Manual,1.8,158910,60717,5724,Low
M3,2021,North America,Grey,Hybrid,Automatic,4.9,106579,73418,2040,Low
M3,2018,Europe,Black,Hybrid,Manual,3.1,97253,97324,9357,High
M5,2020,Middle East,White,Hybrid,Manual,2.6,93969,94689,356,Low
M5,2010,Africa,Black,Petrol,Manual,2.8,185177,70027,4578,Low
M3,2018,North America,Grey,Diesel,Automatic,1.6,120157,117237,8586,High
M3,2014,Asia,Grey,Diesel,Manual,3.8,44713,56712,1738,Low
M5,2018,Europe,Grey,Electric,Automatic,3.3,122375,101165,9984,High
M3,2020,Africa,Black,Petrol,Automatic,2.8,140877,58024,3842,Low
M3,2022,Europe,Grey,Petrol,Manual,2.8,160092,107369,8924,High
M3,2010,Asia,Blue,Hybrid,Automatic,3.3,141383,84591,8926,High
M5,2010,Middle East,Blue,Hybrid,Automatic,1.7,112536,50314,8619,High
M5,2014,North America,Black,Electric,Manual,4.0,179185,48803,5774,Low
M5,2010,Asia,Blue,Electric,Manual,4.0,164797,32353,3422,Low
M3,2022,Africa,Grey,Diesel,Automatic,2.6,75040,47220,2110,Low
M3,2010,Middle East,Red,Electric,Automatic,3.7,68021,82369,1538,Low
M5,2011,Asia,Black,Diesel,Manual,2.2,129690,36553,7061,High
M5,2015,Asia,White,Electric,Automatic,3.9,140787,73348,3867,Low
M5,2010,Asia,Black,Electric,Automatic,2.7,107993,65289,6105,Low
M5,2023,Asia,Grey,Diesel,Manual,1.6,199654,98512,3277,Low
M3,2020,Asia,Black,Petrol,Automatic,1.9,29414,102395,7612,High
M3,2016,Europe,Blue,Hybrid,Automatic,4.4,64277,116021,1162,Low
M5,2023,Europe,Red,Hybrid,Automatic,4.7,16632,65366,537,Low
M5,2010,North America,Black,Diesel,Manual,3.3,124837,76678,9533,High
M5,2024,South America,Blue,Electric,Manual,2.0,155175,76924,1796,Low
M3,2016,Europe,Grey,Electric,Manual,2.2,105264,35159,177,Low
M5,2019,Africa,Black,Electric,Automatic,1.5,70021,61812,2968,Low
M5,2014,Europe,White,Electric,Manual,4.4,73268,98749,335,Low
M3,2012,North America,Red,Electric,Automatic,1.8,46129,69957,8957,High
M3,2016,Middle East,Black,Petrol,Automatic,4.7,183087,73250,4446,Low
M3,2024,Europe,Red,Hybrid,Manual,3.6,27329,40543,9239,High
M5,2017,Asia,Blue,Diesel,Manual,4.6,27254,67427,4375,Low
M5,2012,Middle East,Blue,Electric,Manual,1.8,61839,59694,4819,Low
M3,2014,Africa,Grey,Electric,Automatic,4.5,36266,108677,8678,High
M5,2011,Asia,White,Electric,Automatic,1.7,50464,55586,5213,Low
M5,2010,South America,Blue,Electric,Automatic,3.9,139586,88012,8551,High
M5,2019,Europe,Red,Petrol,Automatic,4.3,88782,59395,6480,Low
M3,2019,Europe,Silver,Petrol,Manual,3.7,135833,42239,7679,High
M3,2018,North America,Grey,Diesel,Automatic,4.3,122955,36293,618,Low
M5,2018,Africa,White,Diesel,Manual,2.5,21175,41837,4802,Low
M5,2015,Asia,Red,Hybrid,Automatic,1.8,54636,116729,4766,Low
M3,2023,Asia,Black,Electric,Automatic,2.4,196238,109772,1993,Low
M3,2022,Asia,Red,Hybrid,Manual,4.6,156811,88747,775,Low
M5,2010,Europe,Blue,Electric,Automatic,4.0,52357,70378,1317,Low
M3,2022,North America,Silver,Electric,Manual,2.7,103901,105252,6981,Low
M5,2024,Europe,Black,Diesel,Automatic,3.9,70998,59653,2064,Low
M5,2017,Asia,Grey,Electric,Automatic,2.0,83383,63641,3597,Low
M3,2019,Africa,Silver,Electric,Automatic,3.7,159856,100854,1320,Low
M5,2021,North America,Black,Petrol,Automatic,3.2,198523,64803,6044,Low
M5,2024,Asia,Silver,Electric,Automatic,3.0,149252,76673,9265,High
M5,2024,Asia,Silver,Petrol,Manual,3.2,105447,43118,3087,Low
M5,2022,Africa,Silver,Diesel,Automatic,1.9,11640,33902,6211,Low
M3,2015,Europe,Grey,Electric,Automatic,5.0,173825,61639,1877,Low
M3,2016,Europe,Blue,Hybrid,Manual,2.1,94861,66017,1583,Low
M3,2010,Asia,Blue,Hybrid,Automatic,2.5,142232,114959,4602,Low
M3,2015,South America,Silver,Petrol,Automatic,1.7,99999,76791,7901,High
M5,2021,South America,Red,Hybrid,Manual,3.2,8848,36549,4354,Low
M5,2013,Asia,White,Petrol,Automatic,1.9,176631,98675,7185,High
M5,2019,Europe,White,Electric,Automatic,3.5,24085,111010,4931,Low
M5,2013,Middle East,Red,Hybrid,Automatic,3.5,130708,56840,9352,High
M5,2020,Middle East,Grey,Electric,Manual,3.9,174809,101761,1760,Low
M3,2018,South America,Blue,Electric,Manual,2.3,191344,52930,7242,High
M5,2014,South America,Red,Hybrid,Manual,2.8,95581,46154,8681,High
M5,2020,North America,Blue,Diesel,Manual,4.3,144106,98779,7794,High
M5,2024,Asia,Blue,Petrol,Automatic,2.4,139076,88696,1424,Low
M3,2016,Europe,Blue,Diesel,Automatic,2.9,76815,58994,4411,Low
M3,2011,Africa,Black,Diesel,Automatic,2.2,21864,69748,9632,High
M3,2013,Europe,Silver,Diesel,Manual,4.2,100965,90435,6424,Low
M5,2012,Europe,Blue,Diesel,Manual,2.1,179159,92185,7308,High
M3,2018,Middle East,Silver,Diesel,Automatic,2.9,104622,36743,6037,Low
M5,2022,Asia,Blue,Petrol,Manual,2.2,106054,47495,1975,Low
M5,2023,South America,Silver,Hybrid,Manual,2.8,6126,86600,5511,Low
M3,2010,Asia,Red,Petrol,Manual,4.1,35755,50758,2668,Low
M5,2011,Middle East,White,Hybrid,Automatic,3.8,168842,112752,2918,Low
M3,2017,Asia,Blue,Electric,Manual,3.9,94375,78956,3083,Low
M5,2016,North America,Red,Hybrid,Automatic,2.9,192999,52104,4877,Low
M3,2011,North America,Grey,Electric,Automatic,2.1,113770,36043,4267,Low
M5,2014,Europe,Black,Diesel,Automatic,3.1,29447,90015,3788,Low
M3,2018,North America,Silver,Hybrid,Manual,4.1,123434,74495,1786,Low
M5,2010,Europe,Red,Electric,Automatic,4.7,183072,64169,335,Low
M5,2010,North America,Grey,Diesel,Automatic,2.7,1051,108462,638,Low
M5,2021,South America,White,Hybrid,Automatic,3.2,142911,71212,5723,Low
M5,2017,South America,Black,Hybrid,Automatic,3.7,122633,54503,1341,Low
M3,2011,Europe,Black,Petrol,Automatic,4.8,42199,70170,1413,Low
M3,2023,Middle East,Silver,Hybrid,Automatic,4.0,31766,92328,162,Low
M3,2014,Asia,White,Electric,Automatic,3.6,189902,83734,9256,High
M3,2014,North America,Black,Hybrid,Automatic,4.4,167126,114460,4486,Low
M3,2014,Africa,Blue,Diesel,Manual,1.8,85881,46480,6756,Low
M3,2012,Europe,Blue,Diesel,Manual,4.0,136232,114709,4596,Low
M5,2020,North America,Silver,Electric,Manual,2.6,30064,106362,5113,Low
M3,2019,Africa,White,Petrol,Manual,3.4,5596,73337,7460,High
M5,2023,South America,White,Petrol,Manual,2.3,25938,67944,1715,Low
M3,2019,Middle East,Red,Electric,Automatic,3.3,28680,94774,7634,High
M3,2023,South America,White,Hybrid,Automatic,4.2,149774,104017,2736,Low
M5,2022,North America,Grey,Petrol,Automatic,1.7,71941,92326,3984,Low
M3,2018,Europe,Blue,Electric,Manual,3.8,139986,95676,1894,Low
M3,2015,South America,Blue,Electric,Automatic,2.3,111383,91253,4389,Low
M5,2019,Middle East,Blue,Petrol,Manual,2.9,93849,49771,5047,Low
M5,2022,South America,Grey,Petrol,Automatic,3.0,130671,77697,4150,Low
M3,2010,Middle East,Black,Petrol,Automatic,2.9,11823,114739,7225,High
M3,2023,Asia,Black,Electric,Manual,1.6,53042,59651,9583,High
M5,2022,Asia,Black,Electric,Manual,4.8,154625,87367,4036,Low
M3,2020,Middle East,White,Petrol,Manual,3.8,140736,93306,7515,High
M5,2016,Middle East,Silver,Petrol,Automatic,3.0,150307,109937,5262,Low
M3,2013,Middle East,White,Hybrid,Automatic,2.5,111541,72992,8821,High
M5,2010,South America,Silver,Electric,Manual,2.7,10053,78116,5478,Low
M3,2024,North America,Silver,Petrol,Manual,2.1,50194,37211,9243,High
M3,2022,North America,Grey,Electric,Manual,2.3,38919,85800,8854,High
M3,2013,Middle East,Silver,Diesel,Manual,1.7,35135,35159,6422,Low
M3,2022,Middle East,Silver,Electric,Automatic,2.0,35324,66185,9632,High
M3,2024,Asia,Silver,Diesel,Automatic,4.7,45786,92952,6205,Low
M3,2022,North America,Grey,Petrol,Automatic,4.9,122853,98166,3267,Low
M3,2020,Europe,Blue,Petrol,Manual,3.1,50670,113277,8054,High
M3,2024,Asia,Blue,Diesel,Automatic,2.5,7240,62045,7502,High
M3,2013,Africa,Silver,Petrol,Manual,2.0,104363,70722,7005,High
M5,2021,Asia,Blue,Petrol,Manual,2.3,160149,99226,6532,Low
M3,2017,Asia,Grey,Diesel,Manual,2.3,192079,33672,1504,Low
M3,2018,Asia,Silver,Diesel,Manual,2.9,174088,92079,274,Low
M5,2013,South America,Blue,Diesel,Manual,3.6,90289,78311,6141,Low
M3,2018,South America,Grey,Hybrid,Manual,2.9,138824,63381,1145,Low
M3,2012,Africa,Red,Petrol,Manual,1.5,70787,108417,2123,Low
M5,2016,Africa,White,Petrol,Automatic,4.9,52536,50304,1750,Low
M3,2015,North America,Grey,Petrol,Manual,2.9,118995,51228,5790,Low
M3,2014,South America,Black,Petrol,Automatic,2.2,62099,95813,1672,Low
M5,2013,South America,Grey,Diesel,Manual,2.7,76142,80935,8659,High
M5,2012,Asia,Silver,Electric,Automatic,3.3,155661,64393,7010,High
M3,2015,Africa,White,Electric,Manual,2.7,194540,62137,6232,Low
M5,2017,Europe,Black,Hybrid,Automatic,3.1,34041,51918,2449,Low
M3,2022,South America,Red,Petrol,Automatic,2.5,7248,50328,3627,Low
M3,2021,North America,Grey,Diesel,Automatic,3.9,161816,114637,1462,Low
M3,2014,Middle East,Blue,Hybrid,Automatic,3.7,194699,102909,3942,Low
M3,2010,North America,Blue,Electric,Automatic,1.8,130058,117584,1392,Low
M3,2010,Middle East,Blue,Petrol,Manual,3.3,1327,71243,6240,Low
M5,2013,Europe,White,Electric,Automatic,1.9,34778,82154,5736,Low
M5,2012,Africa,Grey,Hybrid,Automatic,2.8,101075,57456,6328,Low
M3,2010,North America,Red,Diesel,Automatic,3.9,198938,58120,2722,Low
M5,2012,South America,Silver,Hybrid,Manual,1.6,48067,88746,6100,Low
M5,2017,Asia,White,Hybrid,Manual,5.0,188519,60696,7894,High
M3,2012,South America,Black,Petrol,Automatic,2.4,13907,84496,1435,Low
M5,2020,South America,Silver,Diesel,Manual,2.6,189992,93470,9172,High
M5,2012,Europe,Blue,Hybrid,Automatic,2.2,136682,70964,7354,High
M5,2023,Africa,Red,Diesel,Automatic,3.3,197506,111648,9209,High
M3,2016,Middle East,Red,Petrol,Manual,2.7,107216,40497,5025,Low
M3,2013,Africa,Red,Diesel,Manual,2.7,55383,44772,1897,Low
M5,2022,South America,Blue,Electric,Automatic,2.3,153697,36012,686,Low
M5,2011,Middle East,Grey,Electric,Automatic,3.0,126030,41403,3221,Low
M5,2012,Europe,Red,Diesel,Automatic,3.5,57688,44778,7144,High
M5,2019,Middle East,White,Petrol,Manual,2.5,170509,63144,6747,Low
M5,2023,North America,Red,Petrol,Manual,2.7,185136,39320,4512,Low
M3,2017,Africa,Red,Diesel,Automatic,3.1,169807,47778,3894,Low
M5,2011,Asia,Black,Hybrid,Automatic,2.9,37709,59301,5073,Low
M5,2012,Europe,Silver,Electric,Automatic,4.0,61057,56070,5586,Low
M5,2018,Asia,White,Electric,Automatic,3.0,148030,30111,2791,Low
M5,2017,South America,Silver,Diesel,Automatic,4.6,155927,42560,5850,Low
M5,2016,South America,Blue,Electric,Manual,3.1,39811,82340,5753,Low
M5,2015,North America,Blue,Electric,Automatic,4.3,179560,86071,1652,Low
M5,2022,Africa,Blue,Electric,Automatic,4.4,12715,46428,9172,High
M3,2022,Middle East,Silver,Electric,Manual,4.7,157174,61771,6928,Low
M3,2014,South America,Black,Hybrid,Manual,2.9,91799,87941,7156,High
M5,2020,Europe,Silver,Hybrid,Manual,2.1,22565,36442,330,Low
M3,2017,Middle East,White,Petrol,Automatic,3.1,59027,39681,8208,High
M5,2018,Africa,White,Electric,Automatic,1.7,155190,39548,861,Low
M5,2019,Europe,Black,Hybrid,Automatic,2.1,113249,31658,3717,Low
M3,2014,Middle East,Black,Diesel,Manual,3.1,78413,114215,8590,High
M3,2023,Europe,Black,Petrol,Automatic,2.5,95275,43256,3935,Low
M3,2015,Africa,Blue,Petrol,Manual,2.9,51639,49408,5024,Low
M5,2020,Europe,Silver,Hybrid,Automatic,4.1,125722,43894,4448,Low
M5,2012,Middle East,White,Electric,Manual,3.6,146468,62524,8229,High
M5,2019,Middle East,Red,Hybrid,Automatic,3.9,86510,72040,3209,Low
M5,2020,Africa,Black,Petrol,Manual,2.3,30529,106476,2005,Low
M3,2010,Middle East,Blue,Hybrid,Automatic,1.8,95296,73313,5694,Low
M3,2011,Asia,White,Petrol,Manual,3.5,46400,37046,8371,High
M5,2018,North America,Red,Hybrid,Manual,2.5,13975,100473,6125,Low
M3,2018,Europe,White,Diesel,Manual,4.5,66713,72014,4190,Low
M3,2015,Middle East,Grey,Hybrid,Automatic,4.0,176369,32934,4257,Low
M3,2011,Africa,Black,Electric,Automatic,2.2,59875,94989,3435,Low
M5,2020,Middle East,Grey,Diesel,Manual,3.7,164821,80249,7335,High
M3,2018,Middle East,Red,Hybrid,Manual,3.2,192322,69778,3195,Low
M3,2017,Asia,Red,Petrol,Manual,2.6,143944,102453,5776,Low
M5,2011,Africa,Blue,Electric,Automatic,4.0,80194,35933,5766,Low
M5,2018,Europe,Black,Electric,Manual,3.9,177823,55212,1022,Low
M3,2015,Africa,White,Diesel,Automatic,4.2,166856,81214,4136,Low
M5,2016,Asia,Red,Diesel,Manual,1.6,21471,109729,8388,High
M5,2023,Middle East,Blue,Hybrid,Manual,3.4,24274,70979,1582,Low
M3,2020,South America,Black,Electric,Automatic,4.6,161851,91250,8066,High
M5,2019,Middle East,Silver,Petrol,Automatic,2.3,104459,76957,9507,High
M3,2017,North America,Red,Hybrid,Automatic,2.0,43797,67596,9127,High
M3,2021,Middle East,Blue,Electric,Automatic,4.1,199011,98013,3024,Low
M5,2017,Asia,Black,Petrol,Automatic,2.8,148834,112322,9334,High
M3,2016,Africa,White,Electric,Manual,4.4,156133,107093,7712,High
M3,2010,Europe,Silver,Electric,Manual,3.4,61830,52525,5596,Low
M3,2020,Europe,White,Electric,Automatic,3.5,30265,78330,7397,High
M3,2012,Africa,Silver,Electric,Automatic,5.0,34686,64989,5543,Low
M5,2020,Asia,White,Electric,Manual,3.3,192915,34043,1922,Low
M5,2019,Asia,Silver,Diesel,Manual,2.2,54322,81565,1847,Low
M5,2024,North America,Red,Electric,Automatic,3.4,77196,110736,5858,Low
M3,2014,Europe,Silver,Hybrid,Manual,5.0,22756,51661,1444,Low
M3,2012,Africa,Black,Hybrid,Manual,1.6,44346,65296,7825,High
M5,2011,Asia,Blue,Diesel,Manual,2.1,147025,74535,3629,Low
M3,2018,South America,White,Petrol,Automatic,2.3,70696,39991,4144,Low
M3,2020,Europe,Grey,Diesel,Manual,4.3,190792,40872,162,Low
M5,2014,Europe,Grey,Electric,Manual,2.8,178390,105619,3037,Low
M5,2020,North America,Grey,Hybrid,Automatic,2.7,87657,57594,886,Low
M3,2015,Middle East,White,Electric,Automatic,4.2,182607,46598,2791,Low
M5,2024,Europe,Red,Diesel,Manual,2.2,123289,99965,8472,High
M3,2017,Asia,Grey,Petrol,Automatic,2.5,133339,106659,4716,Low
M3,2020,North America,Blue,Petrol,Automatic,3.8,54247,88640,1580,Low
M3,2012,Middle East,Grey,Petrol,Manual,2.6,67769,46260,3134,Low
M3,2022,Europe,Silver,Petrol,Automatic,5.0,14828,74162,5557,Low
M3,2012,Middle East,Silver,Diesel,Manual,4.7,187450,59414,5619,Low
M5,2015,Africa,Silver,Diesel,Automatic,2.7,19043,100072,6667,Low
M5,2019,Europe,Black,Hybrid,Manual,2.4,106985,40532,6712,Low
M5,2010,South America,Blue,Electric,Automatic,4.4,1513,35391,5941,Low
M3,2022,Africa,Blue,Hybrid,Manual,3.7,57919,31839,4451,Low
M3,2024,Africa,Grey,Diesel,Manual,3.9,845,109818,1629,Low
M5,2014,Europe,Black,Petrol,Manual,2.0,84752,48606,5045,Low
