Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X5,2011,Europe,Blue,Petrol,Automatic,4.9,141616,117994,6327,Low
X5,2010,North America,Silver,Diesel,Manual,1.8,102510,107741,2737,Low
X1,2020,Europe,Grey,Petrol,Automatic,5.0,64144,39207,4488,Low
X5,2018,Asia,Black,Petrol,Manual,4.5,106246,72271,6300,Low
X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749,3108,Low
X6,2019,Africa,Grey,Hybrid,Manual,3.0,199006,116494,9003,High
X6,2016,Africa,Grey,Petrol,Automatic,2.6,160714,115705,7064,High
X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959,8066,High
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,5829,Low
X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106,6254,Low
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,2156,Low
X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394,5095,Low
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049,1386,Low
X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518,7163,High
X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905,5184,Low
X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778,8167,High
X6,2013,South America,Red,Petrol,Manual,4.0,142408,60324,2195,Low
X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708,3657,Low
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low
X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111,4242,Low
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,9284,High
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,3309,Low
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,8358,High
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,9680,High
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,6211,Low
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,1866,Low
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,143,Low
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,5802,Low
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,5924,Low
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,9184,High
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,6657,Low
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,9966,High
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,2930,Low
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,8543,High
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,6148,Low
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,241,Low
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,8241,High
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,7103,High
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,2118,Low
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,7978,High
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,6565,Low
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,9374,High
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,101,Low
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,5754,Low
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,1251,Low
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,9105,High
X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655,7876,High
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,7317,High
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low
X6,2011,South America,Blue,Petrol,Manual,3.0,169730,86385,9968,High
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,8047,High
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,1339,Low
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,9462,High
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,7270,High
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,4455,Low
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,2035,Low
X1,2010,Africa,Black,Diesel,Automatic,5.0,37731,33141,5113,Low
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,7616,High
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,9879,High
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,8533,High
X3,2013,Africa,Black,Electric,Automatic,3.0,159170,119954,6751,Low
X6,2017,Africa,White,Electric,Automatic,4.0,53449,82740,1329,Low
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,3195,Low
X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,1100,Low
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,6496,Low
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,844,Low
X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,6145,Low
X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,4284,Low
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,5961,Low
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,1194,Low
X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,8038,High
X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,2693,Low
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,2487,Low
X5,2019,Asia,Red,Electric,Automatic,2.0,15812,76124,4646,Low
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,7502,High
X1,2015,North America,Silver,Diesel,Manual,4.3,90089,103531,4441,Low
X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,7133,High
X3,2014,Europe,Red,Electric,Automatic,2.0,37967,64069,4747,Low
X5,2010,North America,Black,Petrol,Automatic,2.6,14396,60636,2341,Low
X6,2017,North America,Silver,Hybrid,Manual,2.9,117113,74150,4425,Low
X6,2021,Asia,White,Hybrid,Automatic,2.9,9134,45607,556,Low
X3,2021,Europe,Silver,Electric,Automatic,2.4,64002,116500,348,Low
X5,2014,Middle East,Silver,Hybrid,Automatic,1.5,149506,30135,9888,High
X1,2013,Africa,Grey,Diesel,Automatic,1.8,105554,49663,7193,High
X5,2024,Europe,Black,Electric,Automatic,2.0,9615,66166,5997,Low
X3,2017,Asia,Silver,Diesel,Automatic,1.6,149657,53093,6010,Low
X1,2011,South America,Blue,Hybrid,Manual,2.3,191856,42968,8538,High
X3,2012,Middle East,White,Hybrid,Manual,1.6,123560,58086,1733,Low
X6,2010,Middle East,Black,Petrol,Automatic,3.6,3514,68930,7739,High
X6,2021,Europe,White,Hybrid,Manual,4.1,57533,85638,3739,Low
X6,2019,Middle East,Blue,Electric,Automatic,3.6,179601,94664,1678,Low
X6,2019,South America,Red,Electric,Manual,2.1,111839,73514,2768,Low
X1,2014,Middle East,Black,Petrol,Manual,3.6,136787,64990,2399,Low
X3,2018,South America,Red,Petrol,Automatic,5.0,61899,91730,9606,High
X3,2019,Asia,Grey,Diesel,Manual,2.6,85688,36661,9954,High
X5,2019,North America,Silver,Electric,Automatic,2.9,20462,88937,3605,Low
X3,2010,Middle East,Red,Diesel,Automatic,4.7,10558,115843,5457,Low
X3,2024,Europe,Black,Diesel,Manual,1.8,185671,93151,4711,Low
X3,2018,Africa,Black,Petrol,Manual,3.3,158539,88307,4847,Low
X1,2022,North America,Silver,Diesel,Manual,4.8,142009,55139,2255,Low
X3,2014,Africa,Red,Diesel,Automatic,1.8,116237,41969,1244,Low
X1,2010,Europe,Blue,Petrol,Automatic,3.6,126235,59752,8657,High
X3,2012,Middle East,Silver,Diesel,Manual,3.9,186088,83549,2331,Low
X6,2021,Africa,White,Diesel,Automatic,4.0,60014,51230,9313,High
X3,2022,Europe,Silver,Hybrid,Automatic,4.8,165231,72593,4877,Low
X5,2014,Europe,Grey,Hybrid,Manual,4.8,187195,41296,7699,High
X1,2024,South America,Silver,Petrol,Manual,4.7,160411,76189,1131,Low
X1,2023,Africa,White,Hybrid,Automatic,4.6,136514,94933,4533,Low
X3,2023,North America,Blue,Hybrid,Automatic,3.9,162596,89574,7612,High
X1,2013,Middle East,Silver,Electric,Automatic,1.6,78178,101679,3344,Low
X5,2014,Asia,White,Diesel,Automatic,4.7,106658,47201,8051,High
X6,2016,Middle East,Red,Petrol,Automatic,3.8,151865,74845,8291,High
X5,2023,Africa,Red,Diesel,Automatic,2.0,74612,63767,1602,Low
X6,2016,South America,Blue,Diesel,Manual,2.7,165162,63342,3124,Low
X1,2019,Africa,Grey,Electric,Automatic,3.9,81128,67337,6335,Low
X1,2019,Africa,Red,Petrol,Automatic,4.7,91038,99809,4751,Low
X3,2017,North America,Black,Hybrid,Automatic,1.6,192794,98338,2964,Low
X5,2014,North America,Red,Petrol,Manual,3.2,112616,65146,7877,High
X5,2013,South America,Grey,Petrol,Manual,3.5,149677,95650,3481,Low
X6,2016,Middle East,Silver,Petrol,Automatic,3.2,160994,36529,4747,Low
X5,2021,South America,Grey,Petrol,Automatic,4.0,184282,65453,7674,High
X6,2020,Middle East,Grey,Petrol,Automatic,2.7,162403,40976,9924,High
X1,2013,Middle East,White,Electric,Manual,2.2,54388,96502,423,Low
X1,2017,North America,Red,Diesel,Automatic,2.4,184511,77086,9589,High
X6,2012,Europe,Black,Diesel,Automatic,3.9,131425,67268,1689,Low
X5,2012,Middle East,White,Diesel,Automatic,2.8,130556,88294,9092,High
X6,2010,South America,Silver,Petrol,Manual,2.0,45708,43547,6936,Low
X5,2010,Asia,Black,Diesel,Manual,1.7,140291,61697,9927,High
X3,2019,Europe,Red,Petrol,Manual,4.9,14205,32033,7801,High
X6,2021,Europe,Blue,Hybrid,Automatic,3.3,184003,80549,5976,Low
X6,2022,North America,White,Hybrid,Automatic,3.7,172961,36829,7453,High
X6,2021,South America,Silver,Electric,Automatic,4.0,21576,58399,1110,Low
X5,2012,North America,Red,Hybrid,Automatic,1.8,19879,119903,3241,Low
X3,2016,Asia,Grey,Diesel,Automatic,2.9,37382,97089,4428,Low
X1,2010,Middle East,Grey,Diesel,Manual,4.5,26493,107374,6025,Low
X3,2019,South America,White,Hybrid,Manual,2.8,13828,68456,2003,Low
X3,2019,Africa,Black,Petrol,Automatic,3.3,67674,93953,3640,Low
X1,2019,North America,Blue,Petrol,Automatic,2.3,131057,65133,7081,High
X6,2011,Asia,Red,Hybrid,Automatic,3.9,53224,116905,371,Low
X5,2018,South America,Red,Electric,Manual,3.0,29294,112830,2768,Low
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,6917,Low
X5,2018,North America,Silver,Electric,Manual,3.5,118550,31497,5477,Low
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,1903,Low
X3,2012,South America,Silver,Hybrid,Manual,1.6,97006,118641,6923,Low
X1,2010,Asia,Red,Diesel,Manual,2.7,198600,100180,8350,High
X6,2013,South America,Blue,Electric,Automatic,1.6,172249,86584,5441,Low
X1,2010,Africa,White,Hybrid,Manual,3.3,46370,94337,5174,Low
X5,2016,Africa,Black,Electric,Automatic,3.4,117486,87403,4619,Low
X6,2022,Africa,Silver,Diesel,Automatic,2.6,151529,88249,4363,Low
X5,2016,Europe,Grey,Petrol,Manual,3.3,121053,65419,3585,Low
X3,2018,North America,Black,Diesel,Automatic,3.8,51425,95134,1389,Low
X1,2013,Africa,Red,Diesel,Automatic,3.8,149031,91146,1446,Low
X3,2012,Middle East,White,Diesel,Manual,4.5,147898,90928,9037,High
X3,2013,North America,Red,Electric,Automatic,3.8,24884,111712,4882,Low
X3,2021,Europe,White,Hybrid,Automatic,4.5,65326,31296,8461,High
X6,2012,Europe,Grey,Diesel,Automatic,4.9,194801,84285,5711,Low
X1,2018,Africa,Grey,Hybrid,Automatic,3.6,110273,58221,3978,Low
X6,2023,North America,White,Electric,Automatic,2.5,100722,104125,2212,Low
X3,2024,Africa,Blue,Hybrid,Manual,1.5,84641,111418,3378,Low
X6,2013,Asia,Silver,Petrol,Automatic,2.2,12341,100299,3667,Low
X5,2024,South America,Blue,Electric,Automatic,4.4,199,114283,3120,Low
X1,2012,Europe,Grey,Petrol,Automatic,4.3,32552,38185,9361,High
X6,2013,Asia,Black,Electric,Automatic,2.8,167664,95762,978,Low
X5,2014,Europe,Silver,Petrol,Automatic,2.6,85840,57668,2823,Low
X1,2016,Middle East,Grey,Electric,Automatic,2.2,188180,115174,8701,High
X5,2019,Europe,Silver,Petrol,Manual,3.9,73732,99005,6990,Low
X5,2019,Middle East,Grey,Hybrid,Automatic,2.8,132020,95587,5083,Low
X3,2012,Africa,White,Electric,Manual,4.0,191413,78281,4594,Low
X6,2020,Europe,Blue,Diesel,Manual,4.1,137108,89344,8818,High
X3,2016,North America,Silver,Petrol,Automatic,3.3,97670,35741,5841,Low
X3,2017,North America,Silver,Hybrid,Automatic,2.4,79307,76966,6662,Low
X3,2020,Middle East,Silver,Petrol,Automatic,2.7,166020,78675,9153,High
X5,2014,Middle East,Black,Electric,Manual,4.9,199447,43917,6265,Low
X5,2022,Asia,Silver,Diesel,Manual,2.0,66794,51179,3335,Low
X1,2010,Middle East,White,Diesel,Manual,1.9,101542,101559,5894,Low
X1,2015,Europe,Silver,Petrol,Automatic,3.4,176923,50570,3300,Low
X1,2013,North America,Black,Electric,Automatic,4.4,11643,70164,5456,Low
X5,2018,Middle East,Grey,Petrol,Manual,4.7,163376,79389,6034,Low
X5,2022,Africa,Red,Diesel,Automatic,1.7,139011,98740,7050,High
X6,2013,South America,Red,Electric,Automatic,3.1,78042,35545,2595,Low
X5,2015,North America,Red,Electric,Manual,4.6,129916,50937,4686,Low
X5,2021,North America,Black,Hybrid,Manual,1.8,72036,36771,2957,Low
X3,2012,Middle East,White,Diesel,Automatic,2.9,35115,40694,6713,Low
X1,2021,Africa,Black,Hybrid,Manual,2.3,196771,68785,8717,High
X1,2015,Middle East,Blue,Petrol,Manual,3.8,62335,89768,5239,Low
X3,2016,North America,Silver,Petrol,Automatic,2.0,198074,105970,6821,Low
X1,2020,South America,Silver,Petrol,Automatic,4.8,168607,64501,7138,High
X5,2019,Africa,White,Electric,Manual,3.7,143332,50442,6154,Low
X3,2016,Middle East,Red,Hybrid,Manual,2.7,81599,104110,224,Low
X1,2012,South America,Blue,Electric,Automatic,3.6,128637,76331,6934,Low
X1,2021,South America,Silver,Hybrid,Automatic,3.1,51316,82274,7063,High
X1,2017,South America,Black,Diesel,Manual,4.0,108002,57393,5477,Low
X3,2022,Africa,Silver,Hybrid,Manual,4.0,67459,54655,1180,Low
X6,2024,Africa,Blue,Petrol,Automatic,3.2,177835,72395,1626,Low
X6,2022,Asia,Grey,Petrol,Automatic,3.5,193767,116538,8197,High
X6,2021,South America,Black,Hybrid,Manual,3.5,195411,77593,9885,High
X6,2018,North America,Grey,Diesel,Automatic,4.0,110555,107478,5061,Low
X5,2018,Africa,Blue,Hybrid,Manual,4.0,116302,65102,2217,Low
X1,2022,South America,Silver,Diesel,Manual,3.7,116511,89012,7077,High
X1,2015,South America,Blue,Diesel,Automatic,3.7,169138,94948,3389,Low
X6,2020,Middle East,Black,Petrol,Automatic,4.6,102694,89134,9161,High
X1,2013,Middle East,Blue,Petrol,Automatic,2.3,197229,103605,1284,Low
X1,2018,North America,Black,Diesel,Automatic,1.6,55366,94893,171,Low
X1,2010,Europe,Black,Electric,Manual,4.6,147607,104754,1526,Low
X1,2023,North America,Black,Electric,Automatic,4.3,94402,52338,1818,Low
X3,2024,Asia,Silver,Petrol,Manual,4.8,29173,60289,7710,High
X1,2010,South America,Red,Diesel,Automatic,2.6,18447,39344,7772,High
X1,2015,Europe,Black,Electric,Manual,4.4,117408,118444,395,Low
X6,2017,Europe,Red,Petrol,Automatic,4.4,68925,101449,8963,High
X5,2017,Asia,Silver,Petrol,Automatic,2.3,81670,73274,7702,High
X1,2021,North America,Silver,Hybrid,Automatic,2.3,131445,108107,4883,Low
X6,2013,Africa,Black,Diesel,Automatic,3.9,153804,115317,5523,Low
X6,2019,Africa,Black,Hybrid,Manual,4.7,57991,51932,327,Low
X1,2017,Asia,Silver,Hybrid,Manual,1.8,9101,59738,3962,Low
X3,2011,North America,Black,Hybrid,Automatic,2.5,139511,37168,5499,Low
X1,2021,Asia,Red,Hybrid,Manual,4.0,38752,119552,5485,Low
X1,2013,Europe,Blue,Electric,Automatic,4.1,130922,52822,8833,High
X1,2022,Asia,Grey,Petrol,Automatic,1.8,158495,53776,450,Low
X5,2021,Europe,Blue,Electric,Automatic,2.5,159267,67930,1636,Low
X6,2023,Europe,Black,Hybrid,Manual,3.0,118642,65469,2441,Low
X1,2015,South America,White,Hybrid,Automatic,2.5,40390,104445,4724,Low
X3,2011,Europe,Blue,Hybrid,Manual,2.0,17853,97419,6984,Low
X1,2014,Africa,Silver,Diesel,Automatic,4.9,25752,70903,3054,Low
X3,2024,Europe,Black,Electric,Automatic,2.8,175560,57989,1171,Low
X3,2014,South America,White,Hybrid,Manual,4.1,29824,89522,7315,High
X3,2011,South America,Black,Petrol,Automatic,3.2,3555,63102,987,Low
X6,2024,Africa,Silver,Hybrid,Automatic,4.1,20712,80949,3613,Low
X3,2014,Middle East,Grey,Petrol,Automatic,3.0,43177,98481,8961,High
X5,2019,North America,Black,Petrol,Manual,4.0,128251,48576,2819,Low
X5,2018,Asia,Grey,Petrol,Automatic,1.7,163846,40124,8149,High
X6,2015,Africa,Black,Diesel,Manual,2.8,75754,97287,8677,High
X5,2020,South America,Grey,Hybrid,Automatic,2.2,44749,75453,4269,Low
X1,2020,Africa,Grey,Diesel,Manual,4.8,45000,79080,3621,Low
X6,2022,Middle East,White,Diesel,Manual,2.5,93721,98297,4590,Low
X5,2024,Asia,Silver,Hybrid,Automatic,3.7,58429,78458,2300,Low
X3,2014,Asia,Blue,Hybrid,Manual,2.5,148863,64510,1693,Low
X5,2010,South America,Blue,Diesel,Manual,4.4,18925,82819,1701,Low
X3,2024,Europe,Silver,Diesel,Manual,3.8,48004,33214,9521,High
