Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2024,North America,White,Petrol,Manual,2.4,120004,109733,8345,High
X3,2022,Asia,Black,Diesel,Manual,4.0,160878,53997,2162,Low
7 SERIES,2021,South America,Blue,Petrol,Automatic,1.9,68969,111071,5908,Low
I3,2024,South America,White,Hybrid,Automatic,2.1,197241,106619,719,Low
I3,2020,South America,Grey,Hybrid,Automatic,4.6,47754,36666,1460,Low
3 SERIES,2020,North America,Silver,Hybrid,Automatic,3.0,158046,78509,8070,High
M3,2021,North America,Grey,Diesel,Manual,1.7,54226,116198,7059,High
X1,2021,Africa,Red,Hybrid,Automatic,4.7,190652,41920,2600,Low
M5,2023,Asia,Red,Electric,Manual,3.0,130509,94884,9645,High
7 SERIES,2021,Europe,Black,Diesel,Automatic,4.2,83191,60731,6249,Low
3 SERIES,2020,South America,Black,Electric,Automatic,3.8,55451,79774,1142,Low
3 SERIES,2024,Africa,Grey,Electric,Manual,4.3,69653,113482,4956,Low
X5,2023,South America,Black,Diesel,Manual,4.4,183143,86846,5598,Low
3 SERIES,2024,South America,Blue,Hybrid,Automatic,2.2,69698,79650,6447,Low
X3,2023,South America,White,Petrol,Automatic,3.6,156141,51627,6673,Low
X6,2020,Europe,Silver,Diesel,Automatic,1.7,64180,32120,9970,High
X1,2024,Asia,Grey,Hybrid,Automatic,3.8,198285,102818,3880,Low
5 SERIES,2024,Middle East,Grey,Petrol,Manual,3.6,120789,49279,9951,High
X3,2021,Europe,Blue,Hybrid,Manual,2.0,126258,32119,4249,Low
7 SERIES,2022,Middle East,Blue,Diesel,Automatic,2.3,126953,57691,271,Low
X1,2024,Middle East,Grey,Electric,Manual,1.6,190540,112644,2922,Low
3 SERIES,2022,South America,Red,Electric,Automatic,3.6,68978,107968,4129,Low
3 SERIES,2023,Asia,Grey,Diesel,Manual,2.4,58991,84635,3507,Low
X5,2022,Africa,White,Electric,Automatic,3.7,123227,72436,5761,Low
I3,2024,Middle East,Blue,Diesel,Manual,1.6,17798,93997,6920,Low
5 SERIES,2020,South America,Blue,Electric,Manual,1.8,18642,53862,6897,Low
X3,2022,Africa,Black,Petrol,Manual,1.8,10590,105924,5139,Low
X3,2022,Europe,Black,Petrol,Manual,2.7,197678,49919,491,Low
X5,2020,Europe,Blue,Diesel,Manual,4.1,127392,86328,8960,High
X1,2021,South America,Grey,Diesel,Automatic,3.0,37616,79927,1057,Low
X3,2022,North America,Grey,Electric,Manual,2.7,21607,74435,9536,High
X3,2023,Asia,Blue,Petrol,Automatic,2.9,87564,103988,5141,Low
X3,2021,Asia,Grey,Hybrid,Manual,4.5,122956,53097,1474,Low
X6,2021,South America,Blue,Petrol,Automatic,3.5,27659,60936,2428,Low
3 SERIES,2021,Asia,White,Hybrid,Manual,3.8,157700,87186,5065,Low
5 SERIES,2021,Asia,Black,Diesel,Automatic,3.5,133836,38861,9087,High
X1,2023,Asia,White,Hybrid,Automatic,3.4,84606,89868,3445,Low
X5,2023,Asia,Silver,Electric,Automatic,1.9,34635,87087,3372,Low
I8,2020,North America,Blue,Electric,Manual,4.3,191305,70057,7327,High
X1,2021,North America,Grey,Petrol,Automatic,2.2,184417,76909,6636,Low
X1,2023,Asia,Silver,Petrol,Manual,3.3,66862,80705,7058,High
X6,2020,South America,Blue,Diesel,Automatic,2.4,135437,114860,9792,High
X5,2023,North America,Blue,Hybrid,Manual,4.0,83959,43850,9612,High
M5,2022,North America,Black,Petrol,Automatic,3.5,56293,58700,249,Low
5 SERIES,2020,Europe,Blue,Diesel,Manual,3.2,165669,38170,9239,High
3 SERIES,2023,South America,White,Petrol,Automatic,2.1,190846,56836,5315,Low
3 SERIES,2021,South America,Black,Electric,Automatic,2.0,162323,72641,4298,Low
M3,2024,Africa,White,Hybrid,Manual,1.8,2655,91248,8772,High
X3,2020,Asia,Silver,Hybrid,Manual,1.7,66746,113110,3430,Low
X5,2023,South America,White,Diesel,Manual,2.3,162977,31112,2466,Low
M3,2021,Asia,Blue,Diesel,Automatic,3.1,139850,34852,2275,Low
7 SERIES,2023,Asia,Blue,Diesel,Automatic,2.3,52061,96938,1714,Low
M3,2020,South America,Grey,Petrol,Manual,2.2,154481,100103,9122,High
M5,2021,South America,Black,Electric,Manual,3.6,50949,40782,6688,Low
3 SERIES,2023,Africa,Black,Petrol,Manual,4.6,95366,101460,3182,Low
I3,2021,Europe,White,Hybrid,Automatic,1.7,129001,105938,3288,Low
3 SERIES,2020,South America,Grey,Diesel,Manual,4.0,175591,64007,7793,High
X6,2020,Asia,Black,Hybrid,Automatic,3.8,45712,90061,4643,Low
I3,2024,South America,White,Hybrid,Automatic,4.5,57231,47994,1675,Low
3 SERIES,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453,7286,High
I3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658,9124,High
I3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,1482,Low
M5,2020,Africa,Grey,Petrol,Automatic,2.0,195911,64700,3134,Low
3 SERIES,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284,3730,Low
3 SERIES,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265,5726,Low
7 SERIES,2020,Asia,White,Petrol,Automatic,2.6,188234,71570,3284,Low
X1,2024,Europe,Grey,Diesel,Manual,4.0,87263,71666,8913,High
X1,2020,Europe,Grey,Petrol,Automatic,5.0,64144,39207,4488,Low
5 SERIES,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030,1849,Low
I3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609,897,Low
I3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036,3108,Low
5 SERIES,2021,North America,White,Petrol,Manual,4.9,128242,51552,4585,Low
I8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381,9156,High
X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959,8066,High
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,5829,Low
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,2156,Low
I8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low
7 SERIES,2023,South America,Black,Electric,Manual,2.3,179767,47128,7301,High
I3,2022,North America,Black,Hybrid,Automatic,3.0,81603,115537,5387,Low
7 SERIES,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,7111,High
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,7109,High
5 SERIES,2021,Asia,White,Electric,Manual,1.7,21122,112462,5903,Low
I8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,4541,Low
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,9966,High
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,2930,Low
I8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,2452,Low
3 SERIES,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,5760,Low
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,6726,Low
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,4431,Low
5 SERIES,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,6866,Low
3 SERIES,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,8095,High
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low
5 SERIES,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,2018,Low
5 SERIES,2023,South America,Red,Petrol,Manual,2.4,181200,46751,5122,Low
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,2118,Low
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,9374,High
7 SERIES,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,5453,Low
I8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,6665,Low
I8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,4938,Low
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232,4545,Low
I8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,5532,Low
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low
I3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,1786,Low
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,8047,High
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,7270,High
I8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,2879,Low
3 SERIES,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,6688,Low
7 SERIES,2022,Asia,Black,Electric,Manual,3.4,157901,51785,7315,High
7 SERIES,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,7795,High
7 SERIES,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,9362,High
7 SERIES,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,7762,High
I8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,6006,Low
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,3195,Low
3 SERIES,2021,South America,Silver,Electric,Manual,3.6,99440,51226,2119,Low
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,6496,Low
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,844,Low
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,5961,Low
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,2487,Low
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,6549,Low
3 SERIES,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,6372,Low
5 SERIES,2024,Europe,Red,Electric,Automatic,5.0,40963,46019,8074,High
I8,2020,Europe,Red,Diesel,Manual,3.0,93800,94038,5816,Low
X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,7133,High
X6,2021,Asia,White,Hybrid,Automatic,2.9,9134,45607,556,Low
M5,2021,North America,Black,Electric,Automatic,3.2,130480,52081,3272,Low
X3,2021,Europe,Silver,Electric,Automatic,2.4,64002,116500,348,Low
3 SERIES,2022,Africa,White,Electric,Manual,2.0,28730,101189,8196,High
M5,2023,Europe,Grey,Hybrid,Automatic,5.0,16692,99296,5943,Low
X5,2024,Europe,Black,Electric,Automatic,2.0,9615,66166,5997,Low
7 SERIES,2022,Africa,Black,Electric,Manual,1.8,106864,37051,8999,High
7 SERIES,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,2659,Low
7 SERIES,2023,Africa,Red,Diesel,Automatic,2.1,117012,60516,4821,Low
I3,2024,North America,Black,Diesel,Manual,2.9,108780,42697,8838,High
X6,2021,Europe,White,Hybrid,Manual,4.1,57533,85638,3739,Low
M5,2023,South America,Black,Hybrid,Manual,1.6,172797,73954,5084,Low
3 SERIES,2024,Africa,Red,Diesel,Automatic,3.9,29725,119038,7491,High
M3,2021,Africa,Blue,Petrol,Automatic,1.5,11430,109949,6188,Low
X3,2024,Europe,Black,Diesel,Manual,1.8,185671,93151,4711,Low
7 SERIES,2023,North America,Black,Electric,Automatic,2.9,183830,97853,4886,Low
X1,2022,North America,Silver,Diesel,Manual,4.8,142009,55139,2255,Low
M5,2022,Middle East,Blue,Petrol,Automatic,4.6,53187,81354,784,Low
7 SERIES,2024,Asia,Red,Hybrid,Automatic,3.4,83608,113671,5644,Low
I3,2022,South America,White,Diesel,Manual,4.0,136323,35945,4643,Low
X6,2021,Africa,White,Diesel,Automatic,4.0,60014,51230,9313,High
X3,2022,Europe,Silver,Hybrid,Automatic,4.8,165231,72593,4877,Low
3 SERIES,2023,Asia,Red,Diesel,Manual,3.1,39466,101930,4570,Low
M5,2021,Asia,White,Electric,Manual,4.9,78179,70403,7365,High
X1,2024,South America,Silver,Petrol,Manual,4.7,160411,76189,1131,Low
X1,2023,Africa,White,Hybrid,Automatic,4.6,136514,94933,4533,Low
M3,2023,Africa,White,Electric,Manual,4.4,35796,45975,2999,Low
X3,2023,North America,Blue,Hybrid,Automatic,3.9,162596,89574,7612,High
M3,2021,Africa,White,Hybrid,Manual,2.0,1811,56208,8578,High
M5,2023,Middle East,Grey,Electric,Automatic,3.2,177722,90483,8800,High
X5,2023,Africa,Red,Diesel,Automatic,2.0,74612,63767,1602,Low
5 SERIES,2024,Europe,Grey,Hybrid,Automatic,3.4,81770,62997,2680,Low
I3,2022,Africa,Red,Hybrid,Manual,4.3,158763,39371,8106,High
X5,2021,South America,Grey,Petrol,Automatic,4.0,184282,65453,7674,High
X6,2020,Middle East,Grey,Petrol,Automatic,2.7,162403,40976,9924,High
I8,2021,Europe,Grey,Electric,Automatic,3.4,157823,114472,2087,Low
5 SERIES,2021,Middle East,Red,Diesel,Automatic,4.0,106679,97853,1474,Low
7 SERIES,2022,Africa,Black,Diesel,Automatic,4.1,56534,95164,9770,High
I8,2020,Africa,White,Electric,Manual,1.5,78999,107597,7217,High
3 SERIES,2021,South America,White,Hybrid,Manual,3.8,192532,33634,1187,Low
M5,2020,Europe,Grey,Hybrid,Automatic,4.0,182203,98363,9468,High
X6,2021,Europe,Blue,Hybrid,Automatic,3.3,184003,80549,5976,Low
M5,2022,South America,White,Petrol,Manual,4.8,151188,101717,8168,High
X6,2022,North America,White,Hybrid,Automatic,3.7,172961,36829,7453,High
X6,2021,South America,Silver,Electric,Automatic,4.0,21576,58399,1110,Low
7 SERIES,2024,North America,Blue,Diesel,Manual,2.5,88984,94328,9831,High
I3,2023,North America,Blue,Electric,Manual,3.6,11604,104168,1755,Low
I8,2022,Asia,White,Diesel,Manual,2.9,174399,61129,1923,Low
5 SERIES,2022,North America,Grey,Hybrid,Manual,3.8,121263,78058,7928,High
M3,2023,Europe,Red,Petrol,Automatic,1.7,159433,83009,215,Low
M5,2022,Africa,Grey,Petrol,Manual,2.6,185369,108495,197,Low
I3,2020,Asia,Black,Electric,Automatic,2.9,150855,45778,4816,Low
I3,2022,North America,White,Petrol,Automatic,1.6,157485,94162,1830,Low
7 SERIES,2022,North America,Black,Diesel,Automatic,3.3,3023,85017,9775,High
7 SERIES,2023,Middle East,Grey,Petrol,Manual,3.3,138440,107095,8621,High
7 SERIES,2021,Middle East,Grey,Electric,Automatic,4.9,121064,109197,789,Low
X6,2022,Africa,Silver,Diesel,Automatic,2.6,151529,88249,4363,Low
3 SERIES,2023,Middle East,Silver,Hybrid,Manual,3.7,80136,62329,2827,Low
M3,2023,North America,Black,Hybrid,Manual,2.5,123160,102305,3627,Low
7 SERIES,2022,Africa,Silver,Electric,Automatic,1.7,85880,61089,3003,Low
3 SERIES,2020,North America,White,Hybrid,Automatic,2.7,69101,46581,2345,Low
X3,2021,Europe,White,Hybrid,Automatic,4.5,65326,31296,8461,High
I3,2022,Africa,Grey,Petrol,Automatic,4.0,103831,41040,9429,High
7 SERIES,2021,Asia,Grey,Petrol,Automatic,3.9,22072,118835,5134,Low
I3,2021,North America,Silver,Hybrid,Automatic,4.7,89491,87082,5177,Low
X6,2023,North America,White,Electric,Automatic,2.5,100722,104125,2212,Low
X3,2024,Africa,Blue,Hybrid,Manual,1.5,84641,111418,3378,Low
X5,2024,South America,Blue,Electric,Automatic,4.4,199,114283,3120,Low
7 SERIES,2021,South America,Blue,Electric,Manual,3.3,25984,60159,592,Low
3 SERIES,2020,South America,Silver,Diesel,Manual,4.5,21043,98873,9264,High
5 SERIES,2022,North America,Red,Petrol,Manual,1.9,125825,109008,1258,Low
3 SERIES,2023,South America,Blue,Petrol,Manual,4.9,97169,66497,307,Low
7 SERIES,2024,North America,Red,Diesel,Manual,2.2,54277,81746,8811,High
5 SERIES,2022,Africa,Blue,Electric,Automatic,2.2,102335,113697,3810,Low
X6,2020,Europe,Blue,Diesel,Manual,4.1,137108,89344,8818,High
M5,2020,South America,Red,Petrol,Manual,4.3,169167,92844,8614,High
5 SERIES,2024,South America,Silver,Petrol,Automatic,1.6,110993,55965,2088,Low
7 SERIES,2021,South America,Silver,Hybrid,Automatic,2.7,139793,89889,2574,Low
M3,2021,Europe,Grey,Diesel,Automatic,3.5,84049,85372,1724,Low
7 SERIES,2022,Middle East,Red,Electric,Manual,3.4,86808,30309,6842,Low
7 SERIES,2023,North America,Silver,Diesel,Automatic,4.6,9701,92196,8322,High
5 SERIES,2022,Europe,Silver,Diesel,Manual,2.3,111160,113726,7489,High
X3,2020,Middle East,Silver,Petrol,Automatic,2.7,166020,78675,9153,High
X5,2022,Asia,Silver,Diesel,Manual,2.0,66794,51179,3335,Low
I3,2022,South America,White,Electric,Automatic,3.3,134766,86577,6215,Low
5 SERIES,2024,Africa,Grey,Electric,Manual,2.7,145156,48139,9319,High
X5,2022,Africa,Red,Diesel,Automatic,1.7,139011,98740,7050,High
X5,2021,North America,Black,Hybrid,Manual,1.8,72036,36771,2957,Low
I3,2024,South America,Red,Hybrid,Manual,2.9,107227,34505,5673,Low
7 SERIES,2022,Asia,Red,Diesel,Automatic,4.6,157516,54273,7965,High
X1,2021,Africa,Black,Hybrid,Manual,2.3,196771,68785,8717,High
X1,2020,South America,Silver,Petrol,Automatic,4.8,168607,64501,7138,High
I8,2023,Europe,Black,Electric,Automatic,2.2,91651,73424,7060,High
M5,2022,North America,White,Electric,Automatic,4.8,125696,36317,7146,High
I3,2022,North America,Red,Electric,Automatic,2.8,156881,68479,8925,High
I3,2021,South America,Blue,Petrol,Automatic,2.0,154446,68456,908,Low
3 SERIES,2023,Asia,White,Petrol,Manual,4.8,35496,57092,6245,Low
X1,2021,South America,Silver,Hybrid,Automatic,3.1,51316,82274,7063,High
X3,2022,Africa,Silver,Hybrid,Manual,4.0,67459,54655,1180,Low
X6,2024,Africa,Blue,Petrol,Automatic,3.2,177835,72395,1626,Low
X6,2022,Asia,Grey,Petrol,Automatic,3.5,193767,116538,8197,High
X6,2021,South America,Black,Hybrid,Manual,3.5,195411,77593,9885,High
M3,2023,South America,Silver,Hybrid,Manual,4.0,52339,32659,9573,High
3 SERIES,2024,Middle East,Silver,Electric,Manual,2.3,171594,57119,6481,Low
I3,2021,Europe,Red,Petrol,Automatic,4.2,22394,31157,3118,Low
7 SERIES,2021,Europe,Red,Electric,Automatic,2.3,157562,70841,6858,Low
X1,2022,South America,Silver,Diesel,Manual,3.7,116511,89012,7077,High
5 SERIES,2022,Europe,Red,Petrol,Manual,4.5,187824,56520,3029,Low
5 SERIES,2022,North America,Blue,Electric,Automatic,2.8,97363,87814,1206,Low
I8,2024,Middle East,Black,Petrol,Automatic,2.4,92454,118386,8677,High
X6,2020,Middle East,Black,Petrol,Automatic,4.6,102694,89134,9161,High
3 SERIES,2021,Europe,Red,Hybrid,Manual,3.3,48443,93579,4695,Low
I8,2024,North America,Silver,Hybrid,Automatic,3.4,31725,85692,3638,Low
X1,2023,North America,Black,Electric,Automatic,4.3,94402,52338,1818,Low
I8,2024,Middle East,Grey,Petrol,Manual,2.2,176945,71133,3712,Low
X3,2024,Asia,Silver,Petrol,Manual,4.8,29173,60289,7710,High
7 SERIES,2020,South America,Black,Diesel,Automatic,2.1,185458,39432,3921,Low
I8,2021,South America,Blue,Petrol,Automatic,2.6,60409,106759,7792,High
M5,2021,Middle East,Silver,Petrol,Manual,1.8,158910,60717,5724,Low
M3,2021,North America,Grey,Hybrid,Automatic,4.9,106579,73418,2040,Low
X1,2021,North America,Silver,Hybrid,Automatic,2.3,131445,108107,4883,Low
7 SERIES,2021,Europe,Blue,Hybrid,Automatic,3.9,148512,63422,8986,High
I3,2021,Middle East,Red,Diesel,Automatic,3.5,18186,105635,1127,Low
X1,2021,Asia,Red,Hybrid,Manual,4.0,38752,119552,5485,Low
M5,2020,Middle East,White,Hybrid,Manual,2.6,93969,94689,356,Low
7 SERIES,2024,Africa,Silver,Diesel,Manual,2.2,177640,109434,1288,Low
X1,2022,Asia,Grey,Petrol,Automatic,1.8,158495,53776,450,Low
X5,2021,Europe,Blue,Electric,Automatic,2.5,159267,67930,1636,Low
I3,2022,South America,Grey,Hybrid,Automatic,3.5,174985,117256,1633,Low
5 SERIES,2022,Europe,Red,Petrol,Automatic,2.6,52436,64944,5749,Low
X6,2023,Europe,Black,Hybrid,Manual,3.0,118642,65469,2441,Low
5 SERIES,2022,Europe,Blue,Petrol,Manual,1.5,199153,117801,9807,High
X3,2024,Europe,Black,Electric,Automatic,2.8,175560,57989,1171,Low
3 SERIES,2023,North America,Grey,Diesel,Automatic,4.4,77275,114474,4347,Low
M3,2020,Africa,Black,Petrol,Automatic,2.8,140877,58024,3842,Low
M3,2022,Europe,Grey,Petrol,Manual,2.8,160092,107369,8924,High
X6,2024,Africa,Silver,Hybrid,Automatic,4.1,20712,80949,3613,Low
I8,2020,South America,Grey,Hybrid,Automatic,1.8,52517,38246,363,Low
3 SERIES,2024,Africa,Black,Hybrid,Manual,1.7,175447,81565,8031,High
X5,2020,South America,Grey,Hybrid,Automatic,2.2,44749,75453,4269,Low
X1,2020,Africa,Grey,Diesel,Manual,4.8,45000,79080,3621,Low
X6,2022,Middle East,White,Diesel,Manual,2.5,93721,98297,4590,Low
X5,2024,Asia,Silver,Hybrid,Automatic,3.7,58429,78458,2300,Low
3 SERIES,2021,Europe,Blue,Petrol,Manual,3.9,14099,99184,421,Low
X3,2024,Europe,Silver,Diesel,Manual,3.8,48004,33214,9521,High
3 SERIES,2023,Middle East,Grey,Petrol,Automatic,2.5,97987,52870,9979,High
X1,2023,Middle East,Grey,Petrol,Automatic,2.6,174282,102510,1523,Low
X3,2022,Middle East,Black,Diesel,Manual,3.6,104677,32200,5230,Low
M3,2022,Africa,Grey,Diesel,Automatic,2.6,75040,47220,2110,Low
5 SERIES,2023,North America,Blue,Petrol,Automatic,1.9,139301,85255,4180,Low
I3,2021,Asia,White,Diesel,Manual,3.1,197135,85400,2031,Low
X6,2024,South America,Silver,Hybrid,Manual,4.9,194773,33869,934,Low
X6,2020,South America,White,Diesel,Manual,3.8,112386,112855,758,Low
I3,2021,North America,Red,Petrol,Automatic,2.0,183969,76608,5680,Low
X6,2021,Europe,Blue,Petrol,Manual,2.0,10405,117454,6238,Low
M5,2023,Asia,Grey,Diesel,Manual,1.6,199654,98512,3277,Low
5 SERIES,2023,Middle East,Red,Diesel,Manual,1.9,47837,34330,1106,Low
M3,2020,Asia,Black,Petrol,Automatic,1.9,29414,102395,7612,High
5 SERIES,2024,Asia,Black,Electric,Automatic,2.9,106278,59710,7494,High
X5,2024,Asia,Red,Hybrid,Automatic,2.5,163839,100168,3599,Low
7 SERIES,2024,Africa,Silver,Petrol,Manual,1.7,198709,36623,1782,Low
X5,2023,Europe,Red,Hybrid,Manual,1.5,30781,34923,8937,High
3 SERIES,2020,Middle East,Black,Hybrid,Automatic,2.2,177553,79735,6990,Low
X6,2021,Middle East,Silver,Electric,Manual,4.2,15012,45477,9914,High
M5,2023,Europe,Red,Hybrid,Automatic,4.7,16632,65366,537,Low
X3,2024,Middle East,Black,Petrol,Automatic,3.5,8217,115703,2498,Low
X3,2020,Africa,Silver,Petrol,Manual,4.6,158864,93416,2177,Low
7 SERIES,2024,North America,White,Hybrid,Automatic,1.8,43016,109011,1918,Low
M5,2024,South America,Blue,Electric,Manual,2.0,155175,76924,1796,Low
X5,2021,South America,Red,Hybrid,Manual,4.3,26800,72937,1973,Low
3 SERIES,2023,Asia,Silver,Hybrid,Automatic,4.8,44501,40840,4609,Low
