Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X3,2017,Asia,Silver,Diesel,Automatic,1.6,149657,53093,6010,Low
3 SERIES,2019,South America,Red,Diesel,Manual,4.7,188658,103473,5921,Low
I8,2017,North America,Silver,Petrol,Automatic,2.7,177410,41756,563,Low
X6,2019,Middle East,Blue,Electric,Automatic,3.6,179601,94664,1678,Low
I3,2016,North America,Grey,Petrol,Manual,2.8,107224,108265,9521,High
X6,2019,South America,Red,Electric,Manual,2.1,111839,73514,2768,Low
5 SERIES,2019,Middle East,Blue,Hybrid,Automatic,4.2,98318,108742,9219,High
I8,2016,Middle East,White,Electric,Automatic,2.3,110324,105341,3727,Low
X3,2018,South America,Red,Petrol,Automatic,5.0,61899,91730,9606,High
X3,2019,Asia,Grey,Diesel,Manual,2.6,85688,36661,9954,High
X5,2019,North America,Silver,Electric,Automatic,2.9,20462,88937,3605,Low
7 SERIES,2015,Africa,White,Electric,Manual,4.3,122871,42186,1241,Low
X3,2018,Africa,Black,Petrol,Manual,3.3,158539,88307,4847,Low
3 SERIES,2017,Europe,Black,Diesel,Automatic,1.6,153861,79362,9762,High
M3,2016,North America,Blue,Hybrid,Automatic,1.8,195192,119134,6570,Low
I8,2015,Middle East,White,Hybrid,Automatic,5.0,123323,103534,2717,Low
M5,2016,North America,White,Petrol,Manual,2.5,145948,45297,2447,Low
I8,2019,Europe,Red,Electric,Manual,3.9,128625,107973,8455,High
M5,2015,South America,Silver,Petrol,Automatic,1.9,32159,92285,6560,Low
3 SERIES,2018,Africa,Red,Electric,Manual,3.7,27967,95875,6984,Low
I3,2019,South America,White,Electric,Manual,1.6,151998,110953,6928,Low
5 SERIES,2019,Africa,White,Electric,Automatic,1.9,142024,30432,2607,Low
X6,2016,Middle East,Red,Petrol,Automatic,3.8,151865,74845,8291,High
X6,2016,South America,Blue,Diesel,Manual,2.7,165162,63342,3124,Low
X1,2019,Africa,Grey,Electric,Automatic,3.9,81128,67337,6335,Low
3 SERIES,2019,Middle East,Silver,Electric,Manual,2.5,161578,54124,7781,High
I3,2015,South America,Silver,Electric,Manual,3.3,26839,54215,393,Low
X1,2019,Africa,Red,Petrol,Automatic,4.7,91038,99809,4751,Low
5 SERIES,2019,Asia,Red,Hybrid,Manual,4.8,2622,113545,2723,Low
M5,2019,Europe,Black,Diesel,Manual,2.0,128785,67632,7227,High
X3,2017,North America,Black,Hybrid,Automatic,1.6,192794,98338,2964,Low
7 SERIES,2017,North America,Red,Electric,Automatic,2.2,154172,95673,9015,High
X6,2016,Middle East,Silver,Petrol,Automatic,3.2,160994,36529,4747,Low
X1,2017,North America,Red,Diesel,Automatic,2.4,184511,77086,9589,High
I3,2017,Asia,Black,Electric,Manual,2.1,161500,83062,4684,Low
X3,2019,Europe,Red,Petrol,Manual,4.9,14205,32033,7801,High
X3,2016,Asia,Grey,Diesel,Automatic,2.9,37382,97089,4428,Low
X3,2019,South America,White,Hybrid,Manual,2.8,13828,68456,2003,Low
3 SERIES,2017,South America,Black,Electric,Manual,4.4,36647,45078,889,Low
X3,2019,Africa,Black,Petrol,Automatic,3.3,67674,93953,3640,Low
X1,2019,North America,Blue,Petrol,Automatic,2.3,131057,65133,7081,High
I8,2019,South America,White,Petrol,Automatic,4.7,69371,31709,6458,Low
X5,2018,South America,Red,Electric,Manual,3.0,29294,112830,2768,Low
5 SERIES,2016,Asia,Blue,Petrol,Automatic,2.3,113868,113702,6803,Low
M5,2019,Europe,Blue,Petrol,Automatic,4.6,124983,114539,5359,Low
5 SERIES,2017,South America,White,Petrol,Automatic,4.8,71957,53897,2299,Low
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,6917,Low
X5,2018,North America,Silver,Electric,Manual,3.5,118550,31497,5477,Low
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,1903,Low
5 SERIES,2018,South America,White,Petrol,Manual,3.5,117487,74599,370,Low
7 SERIES,2017,Europe,Silver,Electric,Manual,2.4,93249,83021,4500,Low
7 SERIES,2016,South America,Black,Petrol,Manual,4.2,166971,106356,7310,High
I8,2017,Europe,White,Petrol,Automatic,1.6,187653,56981,3345,Low
5 SERIES,2016,Africa,Silver,Hybrid,Manual,4.2,22952,119557,9478,High
X5,2016,Africa,Black,Electric,Automatic,3.4,117486,87403,4619,Low
X5,2016,Europe,Grey,Petrol,Manual,3.3,121053,65419,3585,Low
M3,2018,Middle East,Blue,Diesel,Manual,3.4,66819,41677,8811,High
X3,2018,North America,Black,Diesel,Automatic,3.8,51425,95134,1389,Low
7 SERIES,2018,Middle East,White,Diesel,Automatic,2.0,140056,46357,8466,High
3 SERIES,2015,Europe,Grey,Hybrid,Automatic,3.9,74034,86015,2231,Low
3 SERIES,2018,North America,White,Hybrid,Automatic,3.3,38460,76111,703,Low
X1,2018,Africa,Grey,Hybrid,Automatic,3.6,110273,58221,3978,Low
M5,2016,Africa,Red,Electric,Automatic,2.9,177484,52744,4603,Low
3 SERIES,2019,Africa,Blue,Diesel,Manual,2.6,156916,82381,8241,High
M5,2018,Asia,White,Petrol,Automatic,3.3,174744,63716,1871,Low
M3,2016,Africa,Red,Electric,Automatic,4.0,53730,44441,1074,Low
5 SERIES,2018,Asia,Silver,Electric,Automatic,3.8,103055,119290,3018,Low
X1,2016,Middle East,Grey,Electric,Automatic,2.2,188180,115174,8701,High
X5,2019,Europe,Silver,Petrol,Manual,3.9,73732,99005,6990,Low
X5,2019,Middle East,Grey,Hybrid,Automatic,2.8,132020,95587,5083,Low
M3,2016,South America,Black,Petrol,Manual,4.4,169199,69403,9608,High
M5,2019,Middle East,White,Petrol,Automatic,3.5,50494,113907,9224,High
M3,2016,North America,Black,Hybrid,Automatic,2.9,66974,33594,2417,Low
5 SERIES,2018,South America,White,Electric,Manual,3.7,187426,118546,8719,High
7 SERIES,2019,Asia,Red,Petrol,Manual,4.3,179149,78337,4477,Low
M3,2019,North America,Blue,Petrol,Manual,3.4,4857,104893,9900,High
7 SERIES,2015,Middle East,Red,Diesel,Manual,3.6,3554,53556,5962,Low
X3,2016,North America,Silver,Petrol,Automatic,3.3,97670,35741,5841,Low
X3,2017,North America,Silver,Hybrid,Automatic,2.4,79307,76966,6662,Low
3 SERIES,2019,Africa,White,Hybrid,Automatic,1.9,149301,44286,7766,High
7 SERIES,2018,Europe,Blue,Electric,Manual,4.4,93711,71486,789,Low
M3,2019,Asia,Red,Petrol,Automatic,4.9,187708,82112,1457,Low
7 SERIES,2015,North America,Silver,Petrol,Manual,2.7,48190,76513,9826,High
I3,2017,Europe,Red,Electric,Automatic,2.9,91260,119648,1619,Low
X1,2015,Europe,Silver,Petrol,Automatic,3.4,176923,50570,3300,Low
3 SERIES,2016,Middle East,Red,Petrol,Manual,2.7,168974,58521,228,Low
X5,2018,Middle East,Grey,Petrol,Manual,4.7,163376,79389,6034,Low
X5,2015,North America,Red,Electric,Manual,4.6,129916,50937,4686,Low
X1,2015,Middle East,Blue,Petrol,Manual,3.8,62335,89768,5239,Low
X3,2016,North America,Silver,Petrol,Automatic,2.0,198074,105970,6821,Low
I8,2019,Europe,Black,Hybrid,Manual,3.6,136556,78109,5215,Low
X5,2019,Africa,White,Electric,Manual,3.7,143332,50442,6154,Low
X3,2016,Middle East,Red,Hybrid,Manual,2.7,81599,104110,224,Low
M5,2019,Middle East,Silver,Diesel,Manual,2.7,147752,35732,8092,High
X1,2017,South America,Black,Diesel,Manual,4.0,108002,57393,5477,Low
3 SERIES,2018,South America,Blue,Electric,Manual,3.3,190650,60560,8121,High
7 SERIES,2016,South America,Grey,Petrol,Automatic,1.6,66213,70094,5446,Low
X6,2018,North America,Grey,Diesel,Automatic,4.0,110555,107478,5061,Low
X5,2018,Africa,Blue,Hybrid,Manual,4.0,116302,65102,2217,Low
M3,2017,Asia,Red,Electric,Manual,1.9,66132,71125,6440,Low
I3,2015,South America,Red,Diesel,Automatic,3.3,154238,47032,9316,High
7 SERIES,2015,South America,Grey,Petrol,Manual,3.9,109370,57120,8282,High
I8,2019,North America,Red,Petrol,Automatic,1.6,47716,101190,6161,Low
X1,2015,South America,Blue,Diesel,Automatic,3.7,169138,94948,3389,Low
7 SERIES,2018,Africa,Blue,Petrol,Automatic,4.9,179353,83743,5076,Low
X1,2018,North America,Black,Diesel,Automatic,1.6,55366,94893,171,Low
X1,2015,Europe,Black,Electric,Manual,4.4,117408,118444,395,Low
M5,2015,Europe,White,Petrol,Manual,4.1,154289,66188,9951,High
M5,2016,South America,White,Electric,Manual,4.5,184303,33218,2859,Low
3 SERIES,2018,Europe,Red,Diesel,Manual,5.0,93784,106740,398,Low
I8,2019,Asia,Silver,Petrol,Automatic,3.7,137601,45015,4434,Low
I8,2017,North America,Blue,Hybrid,Automatic,4.1,33338,106667,6742,Low
5 SERIES,2015,Europe,Black,Diesel,Automatic,3.4,146380,33942,1220,Low
X6,2017,Europe,Red,Petrol,Automatic,4.4,68925,101449,8963,High
X5,2017,Asia,Silver,Petrol,Automatic,2.3,81670,73274,7702,High
3 SERIES,2019,South America,Red,Hybrid,Automatic,1.6,129661,40586,1651,Low
X6,2019,Africa,Black,Hybrid,Manual,4.7,57991,51932,327,Low
X1,2017,Asia,Silver,Hybrid,Manual,1.8,9101,59738,3962,Low
I3,2019,Europe,Black,Petrol,Manual,3.4,26966,118571,3768,Low
M3,2018,Europe,Black,Hybrid,Manual,3.1,97253,97324,9357,High
I3,2015,North America,Silver,Hybrid,Manual,2.2,49755,86534,7926,High
M3,2018,North America,Grey,Diesel,Automatic,1.6,120157,117237,8586,High
X1,2015,South America,White,Hybrid,Automatic,2.5,40390,104445,4724,Low
M5,2018,Europe,Grey,Electric,Automatic,3.3,122375,101165,9984,High
5 SERIES,2019,North America,Red,Diesel,Automatic,1.7,143842,52150,6399,Low
5 SERIES,2017,Europe,Red,Petrol,Manual,2.3,33003,92479,2183,Low
3 SERIES,2016,Europe,Black,Electric,Manual,2.5,60877,56472,2549,Low
3 SERIES,2017,Asia,Black,Diesel,Automatic,1.9,187381,86050,835,Low
5 SERIES,2015,Europe,Black,Hybrid,Automatic,2.9,117221,92183,1903,Low
X5,2019,North America,Black,Petrol,Manual,4.0,128251,48576,2819,Low
X5,2018,Asia,Grey,Petrol,Automatic,1.7,163846,40124,8149,High
X6,2015,Africa,Black,Diesel,Manual,2.8,75754,97287,8677,High
I3,2018,Asia,Silver,Electric,Automatic,2.0,42039,55187,4302,Low
3 SERIES,2016,Europe,Silver,Electric,Manual,2.2,3517,111150,5431,Low
3 SERIES,2015,Middle East,Black,Electric,Automatic,2.2,103203,90629,503,Low
X5,2015,Africa,Silver,Petrol,Manual,1.7,40365,119178,3290,Low
I8,2016,Africa,Silver,Petrol,Automatic,2.8,73090,31447,8134,High
3 SERIES,2019,Europe,Blue,Hybrid,Automatic,3.3,21242,59387,4677,Low
X5,2019,Middle East,Silver,Petrol,Automatic,4.7,137693,63480,4498,Low
X5,2018,Europe,White,Diesel,Automatic,2.4,33911,69138,4366,Low
5 SERIES,2017,North America,Blue,Hybrid,Manual,1.6,25648,98830,4752,Low
X3,2017,Middle East,Grey,Petrol,Manual,4.4,111188,83045,6111,Low
5 SERIES,2016,North America,Blue,Diesel,Manual,2.1,130801,47610,8208,High
3 SERIES,2019,Europe,Red,Electric,Automatic,4.0,95019,39256,7357,High
I3,2019,Middle East,Blue,Hybrid,Automatic,3.2,189982,46036,9115,High
M5,2015,Asia,White,Electric,Automatic,3.9,140787,73348,3867,Low
X3,2015,Africa,Black,Hybrid,Automatic,3.4,194161,67357,9727,High
I8,2015,South America,Grey,Electric,Automatic,3.6,4233,38101,138,Low
5 SERIES,2018,North America,Grey,Hybrid,Manual,3.3,151280,50933,6633,Low
X3,2016,North America,Blue,Petrol,Manual,4.3,192201,105953,6089,Low
M3,2016,Europe,Blue,Hybrid,Automatic,4.4,64277,116021,1162,Low
5 SERIES,2015,Africa,Grey,Hybrid,Automatic,2.1,195217,109378,2031,Low
I3,2015,Middle East,White,Diesel,Automatic,2.6,27808,88667,1033,Low
X1,2018,Europe,Silver,Diesel,Automatic,4.4,63728,49735,4287,Low
I8,2015,Asia,Black,Hybrid,Automatic,4.5,107844,83167,5864,Low
3 SERIES,2017,Europe,White,Petrol,Manual,1.9,46896,99927,8745,High
M3,2016,Europe,Grey,Electric,Manual,2.2,105264,35159,177,Low
M5,2019,Africa,Black,Electric,Automatic,1.5,70021,61812,2968,Low
X1,2019,North America,Silver,Hybrid,Automatic,2.9,161739,84224,4278,Low
7 SERIES,2017,North America,White,Diesel,Manual,2.7,72258,95235,499,Low
X5,2019,Africa,Blue,Diesel,Automatic,4.2,36951,113833,5009,Low
X5,2017,Middle East,Silver,Diesel,Automatic,1.5,157978,35200,9889,High
5 SERIES,2015,North America,White,Diesel,Automatic,3.3,199787,101909,9959,High
X6,2018,Middle East,Blue,Petrol,Automatic,3.0,94408,41627,3712,Low
X5,2016,North America,Silver,Petrol,Manual,4.3,25851,34564,7619,High
M3,2016,Middle East,Black,Petrol,Automatic,4.7,183087,73250,4446,Low
